PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20260624;06;2026;8631399;1;1;1;70;85;1;301.26169699;85;1;;;;;;;;;1;48;0;4;1;9;2;2;;2;;.;9112;49;4923
20260624;06;2026;8631401;1;1;1;70;85;1;401.27224896;85;1;;;;;;;;;1;4;0;3;1;3;2;2;;2;;.;5120;56;5611
20260624;06;2026;8631402;1;2;1;70;85;1;468.73054646;85;1;;;;;;;;;1;120;0;4;5;4;2;2;;2;;.;3123;41;4111
20260624;06;2026;8631403;1;3;1;70;85;1;695.69797126;85;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631405;1;1;1;70;85;1;848.75177938;85;1;;;;;;;;;1;16;1;3;3;1;2;2;;2;;.;9111;97;9700
20260624;06;2026;8631405;1;3;1;70;85;1;848.75177938;85;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631406;1;1;1;70;85;1;501.28280093;85;1;;;;;;;;;1;24;0;8;4;1;2;2;;2;;.;5221;47;4759
20260624;06;2026;8631406;1;3;1;70;85;1;501.28280093;85;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631407;1;1;1;70;85;1;301.26169699;85;1;;;;;;;;;1;1;2;9;1;6;2;2;;1;2500000;.;2221;86;8621
20260624;06;2026;8631413;1;1;1;70;86;1;157.43756252;86;1;;;;;;;;;1;300;0;5;2;10;2;3;;2;;.;0310;84;8422
20260624;06;2026;8631414;1;2;1;70;86;1;91.362442795;86;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631415;1;1;1;70;86;1;107.2390701;86;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631416;1;2;1;70;86;1;82.219084724;86;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631417;1;1;1;70;86;1;98.095712029;86;1;;;;;;;;;1;200;5;8;2;10;2;3;;2;;.;2342;85;8530
20260624;06;2026;8631420;1;1;1;70;86;1;118.07817189;86;;1;4;4;;;;40;1200000;1;1;0;8;4;2;2;2;;2;;9313;9313;41;4111
20260624;06;2026;8631422;1;1;1;70;88;1;68.109574902;88;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;7132;45;4520
20260624;06;2026;8631422;1;2;1;70;88;1;68.109574902;88;1;;;;;;;;;1;144;0;5;1;9;2;3;;2;;.;5131;55;5511
20260624;06;2026;8631422;1;3;1;70;88;1;68.109574902;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631423;1;1;1;70;88;1;47.882837664;88;;1;3;4;;;;48;2000000;1;0;3;8;4;2;2;2;;1;16000000;7112;7112;41;4111
20260624;06;2026;8631423;1;2;1;70;88;1;47.882837664;88;1;;;;;;;;;1;122;5;3;3;1;2;2;;2;;.;9111;97;9700
20260624;06;2026;8631424;1;1;1;70;88;1;82.857733812;88;1;;;;;;;;;1;48;1;3;1;10;2;2;;2;;.;9112;55;5511
20260624;06;2026;8631424;1;2;1;70;88;1;82.857733812;88;;1;20;1;;;;40;2400000;1;8;1;8;4;10;2;2;;2;;5311;2422;84;8412
20260624;06;2026;8631425;1;2;1;70;88;1;47.815419264;88;;1;8;1;;;;48;2000000;1;3;5;7;1;2;2;2;;2;;9622;9622;47;4711
20260624;06;2026;8631426;1;1;1;70;88;1;42.733272516;88;1;;;;;;;;;1;120;5;3;1;2;2;2;;2;;.;9112;55;5511
20260624;06;2026;8631426;1;3;1;70;88;1;42.733272516;88;;1;6;1;;;;48;2000000;2;;;;;;;2;;2;;5223;;;
20260624;06;2026;8631427;1;1;1;70;88;1;52.616837179;88;;1;1;1;;;;48;2200000;1;7;5;7;1;3;2;2;;2;;4311;5131;56;5611
20260624;06;2026;8631428;1;3;1;70;88;1;38.030690248;88;;1;32;4;;;;40;2500000;1;12;0;8;4;9;2;2;;2;;2611;2611;84;8412
20260624;06;2026;8631428;1;4;1;70;88;1;38.030690248;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631429;1;1;1;70;88;1;52.090668807;88;1;;;;;;;;;1;160;3;4;1;6;2;2;;2;;.;9112;55;5511
20260624;06;2026;8631430;1;2;1;70;88;1;43.148838149;88;;1;4;1;;;;48;1750905;2;;;;;;;2;;2;;4321;;;
20260624;06;2026;8631430;1;3;1;70;88;1;43.148838149;88;;1;8;1;;;;48;1750905;1;6;1;8;1;6;2;2;;2;;5131;9112;56;5611
20260624;06;2026;8631431;1;1;1;70;88;1;42.305939791;88;1;;;;;;;;;1;120;5;3;3;2;2;2;;2;;.;9111;97;9700
20260624;06;2026;8631431;1;2;1;70;88;1;42.305939791;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631432;1;1;1;70;88;1;37.999273001;88;1;;;;;;;;;1;42;5;5;1;5;2;3;;2;;.;8332;36;3600
20260624;06;2026;8631432;1;2;1;70;88;1;37.999273001;88;1;;;;;;;;;1;60;5;3;1;9;2;2;;2;;.;9112;55;5511
20260624;06;2026;8631432;1;4;1;70;88;1;37.999273001;88;1;;;;;;;;;1;120;5;5;1;9;2;3;;2;;.;5131;55;5511
20260624;06;2026;8631434;1;1;1;70;88;1;86.549226576;88;1;;;;;;;;;1;36;1;3;1;6;2;2;;2;;.;4311;55;5511
20260624;06;2026;8631435;1;3;1;70;88;1;88.38259322;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631436;1;1;1;70;88;1;42.733272516;88;1;;;;;;;;;1;480;0;5;2;8;2;3;;2;;.;9121;86;8610
20260624;06;2026;8631436;1;2;1;70;88;1;42.733272516;88;1;;;;;;;;;1;60;0;3;1;6;2;2;;1;100000;.;9112;81;8121
20260624;06;2026;8631438;1;1;1;70;88;1;43.148838149;88;1;;;;;;;;;1;56;5;3;4;1;2;2;;2;;.;9111;81;8121
20260624;06;2026;8631438;1;2;1;70;88;1;43.148838149;88;;1;3;4;;;;48;2000000;1;0;3;8;4;1;2;2;;1;1500000;9313;8321;49;4921
20260624;06;2026;8631439;1;4;1;70;88;1;29.363820364;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631440;1;1;1;70;88;1;114.50849331;88;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;5212;56;5619
20260624;06;2026;8631440;1;4;1;70;88;1;114.50849331;88;;1;24;1;;;;44;2000000;1;10;0;3;1;2;2;2;;2;;5223;5223;47;4773
20260624;06;2026;8631441;1;3;1;70;88;1;42.733272516;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631442;1;1;1;70;88;1;53.032402812;88;;1;4;1;;;;48;1700000;1;1;1;8;1;5;2;2;;1;1200000;9313;9313;41;4111
20260624;06;2026;8631445;1;2;1;70;88;1;75.677305447;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631445;1;3;1;70;88;1;75.677305447;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631446;1;1;1;70;88;1;53.032402812;88;1;;;;;;;;;1;96;5;4;1;9;2;2;;2;;.;9313;51;5111
20260624;06;2026;8631447;1;3;1;70;88;1;37.999273001;88;;1;6;1;;;;48;2000000;2;;;;;;;2;;2;;4321;;;
20260624;06;2026;8631447;1;4;1;70;88;1;37.999273001;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631448;1;1;1;70;88;1;37.999273001;88;1;;;;;;;;;1;72;5;4;4;2;2;2;;2;;.;5223;47;4771
20260624;06;2026;8631448;1;2;1;70;88;1;37.999273001;88;;1;8;1;;;;48;3500000;1;2;5;8;4;5;2;2;;2;;2635;2634;94;9499
20260624;06;2026;8631448;1;3;1;70;88;1;37.999273001;88;;1;12;1;;;;48;3000000;1;3;5;8;4;7;2;2;;2;;3211;3211;86;8610
20260624;06;2026;8631448;1;4;1;70;88;1;37.999273001;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631449;1;1;1;70;88;1;63.647985258;88;1;;;;;;;;;1;48;5;5;1;4;2;3;;2;;.;5223;47;4771
20260624;06;2026;8631449;1;2;1;70;88;1;63.647985258;88;1;;;;;;;;;1;96;5;3;1;4;2;2;;2;;.;5223;47;4771
20260624;06;2026;8631449;1;3;1;70;88;1;63.647985258;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631449;1;4;1;70;88;1;63.647985258;88;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631450;1;1;1;70;88;1;78.681115069;88;;1;4;1;;;;48;2500000;1;1;4;6;4;4;2;2;;2;;9313;9313;41;4111
20260624;06;2026;8631453;1;2;1;70;94;1;129.22803447;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631453;1;4;1;70;94;1;129.22803447;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631453;1;5;1;70;94;1;129.22803447;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631454;1;2;1;70;94;1;63.003090374;94;1;;;;;;;;;1;36;1;4;1;3;2;2;;2;;.;5223;47;4731
20260624;06;2026;8631454;1;3;1;70;94;1;63.003090374;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631455;1;1;1;70;94;1;68.55599573;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631456;1;1;1;70;94;1;44.204324229;94;1;;;;;;;;;1;180;1;5;1;5;2;2;;2;;.;9112;47;4711
20260624;06;2026;8631456;1;2;1;70;94;1;44.204324229;94;1;;;;;;;;;1;180;1;5;4;3;2;2;;2;;.;7112;41;4111
20260624;06;2026;8631457;1;2;1;70;94;1;44.204324229;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631458;1;2;1;70;94;1;53.603707302;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631458;1;3;1;70;94;1;53.603707302;94;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631460;1;1;1;70;95;1;70.597307387;95;;1;4;1;;;;48;1700000;1;1;2;8;4;1;2;2;;1;400000;5131;9111;81;8121
20260624;06;2026;8631463;1;1;1;70;95;1;66.158452289;95;1;;;;;2;4;;1750000;1;2;2;4;4;1;2;2;;2;;.;6113;81;8130
20260624;06;2026;8631463;1;3;1;70;95;1;66.158452289;95;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631466;1;1;1;70;95;1;166.35456373;95;1;;;;;;;;;1;36;2;8;1;5;2;2;;2;;.;9112;64;6412
20260624;06;2026;8631466;1;2;1;70;95;1;166.35456373;95;1;;;;;;;;;1;60;2;8;4;1;2;2;;2;;.;5223;47;4711
20260624;06;2026;8631466;1;4;1;70;95;1;166.35456373;95;;1;2;1;;;;44;1750095;1;0;2;8;1;4;2;2;;1;1750095;4321;4321;47;4754
20260624;06;2026;8631467;1;6;1;70;95;1;59.247093897;95;1;;;;;;;;;1;360;0;4;5;2;2;2;;2;;.;1311;01;0141
20260624;06;2026;8631473;1;1;1;70;95;1;106.83567666;95;1;;;;;;;;;1;7;0;4;5;2;2;3;;2;;.;3112;71;7111
20260624;06;2026;8631474;1;1;1;70;97;1;49.142888867;97;1;;;;;;;;;1;16;5;5;2;10;1;3;;2;;.;5414;84;8412
20260624;06;2026;8631474;1;2;1;70;97;1;49.142888867;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631474;1;4;1;70;97;1;49.142888867;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631475;1;3;1;70;97;1;15.017778889;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631476;1;1;1;70;97;1;10.790256265;97;1;;;;;;;;;1;120;5;5;2;10;2;3;;2;;.;7233;84;8412
20260624;06;2026;8631476;1;2;1;70;97;1;10.790256265;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631477;1;1;1;70;97;1;19.482407146;97;1;;;;;;;;;1;132;5;5;2;10;2;3;;2;;.;2330;85;8530
20260624;06;2026;8631477;1;2;1;70;97;1;19.482407146;97;1;;;;;;;;;1;24;5;1;2;10;2;2;;2;;.;4110;85;8530
20260624;06;2026;8631479;1;2;1;70;97;1;49.142888867;97;1;;;;;;;;;1;6;5;8;4;10;2;2;;2;;.;5329;86;8621
20260624;06;2026;8631479;1;3;1;70;97;1;49.142888867;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631479;1;4;1;70;97;1;49.142888867;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631480;1;2;1;70;97;1;7.2778466922;97;1;;;;;;;;;1;192;5;8;4;10;2;2;;2;;.;9112;84;8412
20260624;06;2026;8631481;1;4;1;70;97;1;30.569140307;97;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260624;06;2026;8631485;1;1;1;70;99;1;32.666514005;99;;1;8;2;;;;40;2000000;1;2;0;8;1;1;2;2;;2;;4110;5223;47;4723
20260624;06;2026;8631485;1;2;1;70;99;1;32.666514005;99;;1;3;1;;;;40;1000000;1;1;0;8;1;2;2;2;;1;900000;9313;8321;49;4921
20260624;06;2026;8631488;1;3;1;70;99;1;37.77555851;99;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631489;1;1;1;70;;1;636.11858305;08;1;;;;;;;;;1;480;0;4;1;7;2;2;;2;;.;9112;45;4511
20260626;06;2026;8631489;1;2;1;70;;1;636.11858305;08;1;;;;;;;;;1;5;0;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631490;1;1;1;70;;1;1092.8011176;08;1;;;;;;;;;1;60;1;3;3;2;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631493;1;1;1;70;;1;1131.1170889;08;1;;;;;;;;;1;120;1;3;4;2;2;2;;2;;.;5223;47;4771
20260626;06;2026;8631493;1;2;1;70;;1;1131.1170889;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631494;1;2;1;70;;1;636.11858305;08;1;;;;;;;;;1;24;0;3;3;1;2;2;;2;;.;5311;97;9700
20260626;06;2026;8631494;1;3;1;70;;1;636.11858305;08;;1;8;1;;;;44;1750905;1;36;0;8;1;6;2;2;;2;;2611;4110;69;6910
20260626;06;2026;8631494;1;4;1;70;;1;636.11858305;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631496;1;1;1;70;;1;1063.6704607;08;1;;;;;;;;;1;6;0;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631496;1;2;1;70;;1;1063.6704607;08;1;;;;;2;5;;1750905;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631496;1;3;1;70;;1;1063.6704607;08;1;;;;;1;;44;1750905;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631496;1;4;1;70;;1;1063.6704607;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631496;1;5;1;70;;1;1063.6704607;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631500;1;1;1;70;;1;1171.5382585;08;1;;;;;;;;;1;180;1;3;4;10;2;2;;2;;.;9112;85;8530
20260626;06;2026;8631501;1;2;1;70;;1;1709.7752536;08;1;;;;;;;;;1;2;0;6;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631502;1;3;1;70;;1;2135.1864718;08;1;;;;;;;;;1;84;1;3;1;2;2;2;;2;;.;7531;14;1410
20260626;06;2026;8631503;1;1;1;70;;1;1307.7643822;08;1;;;;;;;;;1;60;1;7;1;4;2;2;;2;;.;9412;56;5611
20260626;06;2026;8631503;1;3;1;70;;1;1307.7643822;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631505;1;3;1;70;;1;1541.0427956;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631505;1;5;1;70;;1;1541.0427956;08;1;;;;;;;;;1;60;1;4;4;2;2;2;;2;;.;6111;01;0113
20260626;06;2026;8631505;1;6;1;70;;1;1541.0427956;08;1;;;;;;;;;1;240;1;4;4;1;2;2;;2;;.;9111;81;8121
20260626;06;2026;8631506;1;3;1;70;;1;1829.276568;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631509;1;3;1;70;;1;2938.996108;08;1;;;;;2;5;;1500000;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631510;1;2;1;70;;1;1302.1028512;08;1;;;;;;;;;1;12;1;3;1;1;2;2;;2;;.;5223;47;4759
20260626;06;2026;8631512;1;1;1;70;;1;1356.7197445;08;1;;;;;;;;;1;60;0;8;3;1;2;2;;2;;.;5322;97;9700
20260626;06;2026;8631512;1;3;1;70;;1;1356.7197445;08;1;;;;;2;5;;1750905;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631513;1;2;1;70;;1;1202.8951509;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631515;1;1;1;70;;1;1470.1058774;08;1;;;;;;;;;1;12;1;4;4;1;2;2;;2;;.;9111;81;8121
20260626;06;2026;8631515;1;3;1;70;;1;1470.1058774;08;;1;24;1;;;;48;1200000;1;12;1;8;3;1;2;2;;2;;5223;9111;97;9700
20260626;06;2026;8631516;1;1;1;70;;1;1676.890288;08;1;;;;;;;;;1;192;0;3;1;8;2;2;;2;;.;9112;81;8121
20260626;06;2026;8631516;1;4;1;70;;1;1676.890288;08;1;;;;;1;;40;1750905;1;72;0;8;1;8;2;2;;2;;.;5321;86;8610
20260626;06;2026;8631518;1;2;1;70;;1;991.60140204;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631521;1;3;1;70;;1;2191.2781342;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631526;1;2;1;70;;1;2026.6327434;08;1;;;;;;;;;1;36;0;2;4;3;2;2;;2;;.;5131;56;5611
20260626;06;2026;8631527;1;2;1;70;;1;1025.949849;08;1;;;;;;;;;1;120;1;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631527;1;3;1;70;;1;1025.949849;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631527;1;4;1;70;;1;1025.949849;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631527;1;6;1;70;;1;1025.949849;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631528;1;1;1;70;;1;1955.5608403;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631529;1;2;1;70;;1;2254.9894173;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631529;1;3;1;70;;1;2254.9894173;08;;1;52;1;;;;48;800000;2;;;;;;;2;;2;;7212;;;
20260626;06;2026;8631530;1;1;1;70;;1;1458.9713597;08;1;;;;;;;;;1;96;1;4;7;2;2;2;;2;;.;6112;01;0141
20260626;06;2026;8631530;1;2;1;70;;1;1458.9713597;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631530;1;6;1;70;;1;1458.9713597;08;1;;;;;2;5;;1000000;1;72;1;3;1;4;2;2;;2;;.;5223;47;4771
20260626;06;2026;8631531;1;2;1;70;;1;1952.5016977;08;1;;;;;2;5;;1750905;1;132;0;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631531;1;3;1;70;;1;1952.5016977;08;1;;;;;1;;40;1750905;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631531;1;4;1;70;;1;1952.5016977;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631532;1;1;1;70;;1;2026.6327434;08;1;;;;;1;;30;1000000;1;12;1;8;3;1;2;2;;2;;.;5311;97;9700
20260626;06;2026;8631534;1;2;1;70;;1;1986.1616808;08;1;;;;;;;;;1;24;0;4;1;3;2;2;;2;;.;5142;96;9602
20260626;06;2026;8631536;1;2;1;70;;1;1260.717294;08;1;;;;;1;;40;1750905;1;50;2;8;1;10;2;2;;2;;.;4415;86;8610
20260626;06;2026;8631536;1;3;1;70;;1;1260.717294;08;1;;;;;;;;;1;3;0;2;4;2;2;2;;2;;.;9313;41;4111
20260626;06;2026;8631537;1;2;1;70;;1;1840.2875639;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631537;1;4;1;70;;1;1840.2875639;08;;1;5;4;;;;48;1750905;2;;;;;;;2;;2;;3355;;;
20260626;06;2026;8631543;1;1;1;70;;1;1228.3557747;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631544;1;2;1;70;;1;885.14913318;08;1;;;;;;;;;1;180;2;1;4;1;2;2;;2;;.;5223;47;4773
20260626;06;2026;8631544;1;3;1;70;;1;885.14913318;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631545;1;1;1;70;;1;1359.8360064;08;1;;;;;;;;;1;12;3;3;4;10;2;2;;2;;.;4120;84;8412
20260626;06;2026;8631548;1;2;1;70;;1;1575.8966174;08;1;;;;;;;;;1;60;2;3;3;2;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631548;1;3;1;70;;1;1575.8966174;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631549;1;2;1;70;;1;1615.6359594;08;1;;;;;;;;;1;36;2;7;4;4;2;2;;2;;.;4120;55;5511
20260626;06;2026;8631549;1;3;1;70;;1;1615.6359594;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631550;1;1;1;70;;1;1309.8628725;08;1;;;;;;;;;1;60;4;4;1;10;2;2;;2;;.;8331;49;4921
20260626;06;2026;8631551;1;2;1;70;;1;1699.795008;08;1;;;;;;;;;1;24;2;8;1;10;2;2;;2;;.;9112;84;8412
20260626;06;2026;8631553;1;1;1;70;;1;1141.843097;08;1;;;;;;;;;1;24;3;4;4;1;2;2;;2;;.;5221;47;4721
20260626;06;2026;8631553;1;2;1;70;;1;1141.843097;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631556;1;1;1;70;;1;1945.1133468;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631558;1;2;1;70;;1;3090.5819296;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631558;1;4;1;70;;1;3090.5819296;08;1;;;;;;;;;1;120;5;1;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631560;1;1;1;70;;1;1691.3223239;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631560;1;3;1;70;;1;1691.3223239;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631560;1;6;1;70;;1;1691.3223239;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631560;1;7;1;70;;1;1691.3223239;08;1;;;;;;;;;1;64;2;4;7;3;2;2;;2;;.;9212;01;0141
20260626;06;2026;8631561;1;3;1;70;;1;2939.5639615;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631561;1;6;1;70;;1;2939.5639615;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631564;1;1;1;70;;1;2237.0612228;08;;1;4;1;;;;48;1750905;1;4;2;4;1;4;2;2;;2;;5414;5223;47;4772
20260626;06;2026;8631564;1;2;1;70;;1;2237.0612228;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631565;1;2;1;70;;1;2418.8094497;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631565;1;4;1;70;;1;2418.8094497;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631566;1;1;1;70;;1;2097.2933445;08;1;;;;;;;;;1;180;2;4;4;1;2;2;;2;;.;7531;14;1410
20260626;06;2026;8631567;1;2;1;70;;2;97.314872772;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631567;1;6;1;70;;2;97.314872772;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631568;1;1;1;70;;2;159.83964304;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631568;1;3;1;70;;2;159.83964304;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631568;1;5;1;70;;2;159.83964304;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631569;1;2;1;70;;2;198.29257606;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631569;1;3;1;70;;2;198.29257606;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631571;1;2;1;70;;2;251.7321742;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631573;1;2;1;70;;2;104.79198459;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631576;1;2;1;70;;2;153.62227612;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631579;1;3;1;70;;2;265.11623781;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631580;1;1;1;70;;2;187.99718659;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631585;1;1;1;70;;1;1949.3838145;13;;1;6;4;;;;48;600000;1;2;0;8;4;3;2;2;;2;;5221;5221;47;4711
20260626;06;2026;8631586;1;1;1;70;;1;1518.7099229;13;1;;;;;;;;;1;240;0;5;2;10;2;2;;2;;.;2341;85;8530
20260626;06;2026;8631588;1;2;1;70;;1;2010.9261447;13;1;;;;;;;;;1;300;0;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631589;1;1;1;70;;1;1949.3838145;13;;1;20;3;;;;48;400000;1;36;0;8;4;1;2;2;;2;;9111;9111;81;8121
20260626;06;2026;8631590;1;1;1;70;;1;1518.7099229;13;1;;;;;;;;;1;180;0;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631590;1;2;1;70;;1;1518.7099229;13;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;5120;56;5619
20260626;06;2026;8631591;1;2;1;70;;1;1643.802247;13;1;;;;;;;;;1;240;0;3;3;1;2;2;;2;;.;9111;97;9700
20260626;06;2026;8631592;1;2;1;70;;1;2529.7165912;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631592;1;3;1;70;;1;2529.7165912;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260626;06;2026;8631593;1;2;1;70;;1;1932.2897906;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
