PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20260626;06;2026;8624652;1;1;1;50;;1;928.92715782;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624652;1;2;1;50;;1;928.92715782;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624652;1;3;1;50;;1;928.92715782;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624653;1;1;1;50;;2;764.66981245;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624653;1;2;1;50;;2;764.66981245;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624654;1;1;1;50;;2;607.59408185;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624655;1;1;1;50;;2;1107.970604;73;1;;1;2;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20260626;06;2026;8624656;1;1;1;50;;2;1294.4892288;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624656;1;2;1;50;;2;1294.4892288;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624656;1;4;1;50;;2;1294.4892288;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624657;1;1;1;50;;2;978.9620966;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624657;1;2;1;50;;2;978.9620966;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624657;1;3;1;50;;2;978.9620966;73;1;;1;2;;;2;2;;;;2;1;1;;;1;;;;;;;;;;;;;1
20260626;06;2026;8624657;1;6;1;50;;2;978.9620966;73;;1;1;6;ESCUCHAR MUSICA;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624658;1;1;1;50;;2;785.55615088;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624658;1;2;1;50;;2;785.55615088;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624658;1;3;1;50;;2;785.55615088;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624658;1;4;1;50;;2;785.55615088;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624659;1;1;1;50;;1;1175.6265527;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624659;1;2;1;50;;1;1175.6265527;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624660;1;1;1;50;;2;1599.1273149;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624661;1;1;1;50;;1;885.93418079;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624661;1;2;1;50;;1;885.93418079;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624662;1;1;1;50;;2;1615.1114616;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624662;1;2;1;50;;2;1615.1114616;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624662;1;3;1;50;;2;1615.1114616;73;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624662;1;4;1;50;;2;1615.1114616;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624663;1;1;1;50;;2;568.40732315;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624663;1;2;1;50;;2;568.40732315;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624666;1;1;1;50;;1;1073.9132783;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624666;1;2;1;50;;1;1073.9132783;73;1;;1;4;;;2;2;;;;2;2;;;;;;;;;;1;2;;1;1;;3;1
20260626;06;2026;8624668;1;1;1;50;;2;1463.2570384;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624669;1;1;1;50;;2;534.68279202;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624670;1;1;1;50;;2;680.25262433;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624670;1;2;1;50;;2;680.25262433;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624671;1;1;1;50;;2;680.25262433;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624671;1;2;1;50;;2;680.25262433;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624672;1;1;1;50;;2;534.68279202;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624673;1;1;1;50;;2;913.97616029;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624673;1;2;1;50;;2;913.97616029;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624674;1;1;1;50;;2;744.98419467;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624674;1;2;1;50;;2;744.98419467;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624674;1;3;1;50;;2;744.98419467;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624675;1;1;1;50;;2;759.85715307;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624675;1;2;1;50;;2;759.85715307;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624676;1;1;1;50;;2;680.25262433;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624676;1;2;1;50;;2;680.25262433;73;;1;1;6;VER TELEVISION;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624677;1;1;1;50;;2;1155.0428856;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624677;1;2;1;50;;2;1155.0428856;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624678;1;1;1;50;;1;1102.080073;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624678;1;2;1;50;;1;1102.080073;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624679;1;1;1;50;;1;1188.0840125;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624683;1;1;1;50;;1;2324.0286987;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624683;1;2;1;50;;1;2324.0286987;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624684;1;1;1;50;;1;2541.329794;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624684;1;2;1;50;;1;2541.329794;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624685;1;1;1;50;;1;2644.8889939;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624686;1;1;1;50;;1;3686.4416203;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624687;1;1;1;50;;1;2541.329794;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624687;1;2;1;50;;1;2541.329794;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624689;1;1;1;50;;1;2731.4911693;73;;1;1;6;ENFERMO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624691;1;1;1;50;;1;2565.7303011;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624692;1;1;1;50;;2;1021.2387984;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624692;1;2;1;50;;2;1021.2387984;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624693;1;1;1;50;;2;1021.2387984;73;;1;1;6;ENFERMO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624693;1;2;1;50;;2;1021.2387984;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624694;1;1;1;50;;2;802.70004485;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624695;1;1;1;50;;2;1021.2387984;73;;1;1;6;ENFERMO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624695;1;2;1;50;;2;1021.2387984;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624697;1;1;1;50;;2;1021.2387984;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624697;1;2;1;50;;2;1021.2387984;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624698;1;1;1;50;;2;1298.7562573;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624700;1;1;1;50;;2;2437.5594183;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624700;1;2;1;50;;2;2437.5594183;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624702;1;1;1;50;;1;1618.9580902;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624702;1;2;1;50;;1;1618.9580902;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624703;1;1;1;50;;1;1399.4892552;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624704;1;1;1;50;;1;1267.6520174;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624704;1;2;1;50;;1;1267.6520174;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624705;1;1;1;50;;1;1267.6520174;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624705;1;2;1;50;;1;1267.6520174;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624706;1;1;1;50;;1;1802.1425328;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624706;1;2;1;50;;1;1802.1425328;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624707;1;1;1;50;;1;1788.5340816;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624707;1;2;1;50;;1;1788.5340816;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624708;1;1;1;50;;1;2153.3953767;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624708;1;2;1;50;;1;2153.3953767;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624709;1;1;1;50;;1;1702.7109632;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624710;1;1;1;50;;1;1656.6968439;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624710;1;2;1;50;;1;1656.6968439;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624710;1;3;1;50;;1;1656.6968439;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624711;1;1;1;50;;1;2399.8311648;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624711;1;2;1;50;;1;2399.8311648;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624712;1;1;1;50;;1;1764.7519971;73;;1;1;6;OCIO Y DESCANSO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624712;1;2;1;50;;1;1764.7519971;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624713;1;1;1;50;;1;402.82075491;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624713;1;3;1;50;;1;402.82075491;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624714;1;1;1;50;;1;314.70627574;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624715;1;1;1;50;;1;424.73002515;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624716;1;1;1;50;;1;267.76085703;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624716;1;2;1;50;;1;267.76085703;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624717;1;1;1;50;;1;295.60828777;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624718;1;1;1;50;;1;339.07319757;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624718;1;2;1;50;;1;339.07319757;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;1;12;;;;;;
20260626;06;2026;8624719;1;1;1;50;;1;198.34137558;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624719;1;2;1;50;;1;198.34137558;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624720;1;1;1;50;;1;278.2018504;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624721;1;1;1;50;;1;247.195292;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624721;1;2;1;50;;1;247.195292;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624721;1;3;1;50;;1;247.195292;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624722;1;1;1;50;;1;218.96910205;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624723;1;1;1;50;;1;545.01170026;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624723;1;2;1;50;;1;545.01170026;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624723;1;3;1;50;;1;545.01170026;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624723;1;4;1;50;;1;545.01170026;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624724;1;1;1;50;;1;424.73002515;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624725;1;1;1;50;;1;349.9371757;66;;1;1;6;DESCANSAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624725;1;2;1;50;;1;349.9371757;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624725;1;3;1;50;;1;349.9371757;66;1;;1;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624726;1;1;1;50;;1;352.81163217;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624726;1;2;1;50;;1;352.81163217;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624726;1;3;1;50;;1;352.81163217;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;1;12;;;;;;
20260626;06;2026;8624727;1;1;1;50;;1;359.06861594;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624727;1;2;1;50;;1;359.06861594;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624727;1;4;1;50;;1;359.06861594;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624728;1;1;1;50;;1;314.61483345;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624729;1;1;1;50;;1;486.02385515;66;;1;1;6;DESCANSANDO EN EL HOGAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624729;1;2;1;50;;1;486.02385515;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624729;1;3;1;50;;1;486.02385515;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624730;1;1;1;50;;1;642.82691887;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624730;1;2;1;50;;1;642.82691887;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624730;1;3;1;50;;1;642.82691887;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624731;1;1;1;50;;1;340.39553765;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624731;1;2;1;50;;1;340.39553765;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624731;1;3;1;50;;1;340.39553765;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624731;1;4;1;50;;1;340.39553765;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624731;1;5;1;50;;1;340.39553765;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624732;1;1;1;50;;1;371.89007921;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624732;1;2;1;50;;1;371.89007921;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624733;1;1;1;50;;1;456.42649908;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624733;1;2;1;50;;1;456.42649908;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624734;1;1;1;50;;1;378.95475264;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624734;1;2;1;50;;1;378.95475264;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624734;1;3;1;50;;1;378.95475264;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624735;1;1;1;50;;1;371.89007921;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624735;1;2;1;50;;1;371.89007921;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624736;1;1;1;50;;1;648.42918563;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624736;1;2;1;50;;1;648.42918563;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20260626;06;2026;8624737;1;1;1;50;;1;524.70084229;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624737;1;2;1;50;;1;524.70084229;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624738;1;1;1;50;;1;398.41506249;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624738;1;2;1;50;;1;398.41506249;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624739;1;1;1;50;;1;524.70084229;66;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624739;1;2;1;50;;1;524.70084229;66;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624740;1;1;1;50;;1;498.70641103;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624740;1;2;1;50;;1;498.70641103;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624740;1;3;1;50;;1;498.70641103;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624741;1;1;1;50;;1;371.89007921;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624741;1;2;1;50;;1;371.89007921;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624742;1;1;1;50;;1;723.08501987;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624742;1;2;1;50;;1;723.08501987;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624742;1;4;1;50;;1;723.08501987;66;;1;1;6;ESTA EN CASA Y VER TV;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624742;1;5;1;50;;1;723.08501987;66;1;;1;6;VACACIONES;;2;1;3;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624742;1;6;1;50;;1;723.08501987;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624742;1;7;1;50;;1;723.08501987;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624743;1;1;1;50;;1;477.41749305;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;10;;;;;;
20260626;06;2026;8624744;1;1;1;50;;1;253.30798215;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624744;1;2;1;50;;1;253.30798215;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624745;1;1;1;50;;2;305.8584713;66;1;;1;6;DESCANSANDO EN EL HOGAR;;2;1;6;;1;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624745;1;2;1;50;;2;305.8584713;66;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624745;1;3;1;50;;2;305.8584713;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624746;1;1;1;50;;2;519.27379665;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624746;1;2;1;50;;2;519.27379665;66;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624747;1;1;1;50;;2;737.62013995;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624747;1;2;1;50;;2;737.62013995;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624748;1;1;1;50;;2;1004.4033238;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624748;1;2;1;50;;2;1004.4033238;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624749;1;1;1;50;;2;415.95696691;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624749;1;2;1;50;;2;415.95696691;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624750;1;1;1;50;;2;305.8584713;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624750;1;2;1;50;;2;305.8584713;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624750;1;3;1;50;;2;305.8584713;66;;1;1;6;DESCANSAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624751;1;1;1;50;;2;721.69849912;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624751;1;2;1;50;;2;721.69849912;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624751;1;3;1;50;;2;721.69849912;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624752;1;1;1;50;;2;641.90310037;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624752;1;2;1;50;;2;641.90310037;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624752;1;3;1;50;;2;641.90310037;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624752;1;4;1;50;;2;641.90310037;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624753;1;1;1;50;;2;305.8584713;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624753;1;2;1;50;;2;305.8584713;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624753;1;3;1;50;;2;305.8584713;66;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624755;1;1;1;50;;1;670.53467386;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624755;1;2;1;50;;1;670.53467386;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624756;1;1;1;50;;1;648.42918563;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624756;1;2;1;50;;1;648.42918563;66;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624757;1;1;1;50;;1;764.53304579;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624757;1;2;1;50;;1;764.53304579;66;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260626;06;2026;8624757;1;3;1;50;;1;764.53304579;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260626;06;2026;8624757;1;4;1;50;;1;764.53304579;66;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
