PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20260624;06;2026;8637268;1;4;1;50;76;1;762.0474008;76;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;1
20260624;06;2026;8637269;1;1;1;50;76;1;512.45745442;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637269;2;1;2;50;76;1;512.45745442;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637270;1;1;1;50;76;1;1466.3119991;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637270;1;2;1;50;76;1;1466.3119991;76;;1;1;6;DESCANSAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637270;1;3;1;50;76;1;1466.3119991;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637271;1;1;1;50;76;1;1610.1949208;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637271;1;2;1;50;76;1;1610.1949208;76;;1;1;1;;2;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637272;1;1;1;50;76;1;933.23773353;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637273;1;1;1;50;76;1;1256.8388563;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637273;1;2;1;50;76;1;1256.8388563;76;1;;1;6;TRABAJADORA FAMILIAR SIN REMUNERACION;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637273;1;3;1;50;76;1;1256.8388563;76;;1;1;6;ENFERMA;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637274;1;1;1;50;76;1;1104.9062725;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637274;1;2;1;50;76;1;1104.9062725;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637277;1;1;1;50;76;1;1540.6221194;76;1;;1;2;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20260624;06;2026;8637277;1;2;1;50;76;1;1540.6221194;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637278;1;1;1;50;76;1;1190.4939299;76;;1;1;6;DILIGENCIAS MEDICAS;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637278;1;2;1;50;76;1;1190.4939299;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;11;;;;;;
20260624;06;2026;8637278;1;3;1;50;76;1;1190.4939299;76;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;1
20260624;06;2026;8637279;1;1;1;50;76;1;839.99377394;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637279;1;2;1;50;76;1;839.99377394;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637280;1;1;1;50;76;1;206.03842711;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637280;1;2;1;50;76;1;206.03842711;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637281;1;1;1;50;76;1;1636.7102674;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637281;1;3;1;50;76;1;1636.7102674;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637284;1;1;1;50;76;1;1413.6079587;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637289;1;1;1;50;76;1;214.58343598;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637289;1;2;1;50;76;1;214.58343598;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637289;1;3;1;50;76;1;214.58343598;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637291;1;1;1;50;76;1;768.68618163;76;;1;1;6;OCIO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637291;1;2;1;50;76;1;768.68618163;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637291;1;3;1;50;76;1;768.68618163;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637291;2;1;2;50;76;1;768.68618163;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637292;1;1;1;50;76;1;739.9277436;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637292;1;2;1;50;76;1;739.9277436;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637293;1;1;1;50;76;1;844.02205131;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637294;1;1;1;50;76;1;156.44930595;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;9;;;;;;
20260624;06;2026;8637295;1;1;1;50;76;1;1035.7098679;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637295;1;2;1;50;76;1;1035.7098679;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637295;1;3;1;50;76;1;1035.7098679;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637295;1;4;1;50;76;1;1035.7098679;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637296;1;1;1;50;76;1;1099.8979506;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637296;1;2;1;50;76;1;1099.8979506;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637296;1;3;1;50;76;1;1099.8979506;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637297;1;1;1;50;76;1;983.66072593;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637297;1;2;1;50;76;1;983.66072593;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637297;2;1;2;50;76;1;983.66072593;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637297;2;2;2;50;76;1;983.66072593;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637298;1;1;1;50;76;1;924.9096795;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637298;1;2;1;50;76;1;924.9096795;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637299;1;1;1;50;76;1;1099.8979506;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637299;1;2;1;50;76;1;1099.8979506;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637299;1;3;1;50;76;1;1099.8979506;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637301;1;1;1;50;76;1;337.41213273;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637301;1;2;1;50;76;1;337.41213273;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;1;12;;;;;;
20260624;06;2026;8637301;1;4;1;50;76;1;337.41213273;76;;1;1;6;TRABAJO MARGINAL;;2;2;;;;2;2;;;;;;;;;;1;11;;;;;;
20260624;06;2026;8637301;1;5;1;50;76;1;337.41213273;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637302;1;1;1;50;76;1;243.20571118;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637302;1;2;1;50;76;1;243.20571118;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637303;1;1;1;50;76;1;1109.8916154;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637303;1;2;1;50;76;1;1109.8916154;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;11;;;;;;
20260624;06;2026;8637304;1;1;1;50;76;1;841.53907217;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637304;1;2;1;50;76;1;841.53907217;76;;1;1;6;OCIO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637304;1;3;1;50;76;1;841.53907217;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637306;1;1;1;50;76;1;894.47783815;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637306;2;1;2;50;76;1;894.47783815;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637306;2;2;2;50;76;1;894.47783815;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637307;1;1;1;50;76;1;940.76098252;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637307;1;2;1;50;76;1;940.76098252;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637308;1;1;1;50;76;1;1601.3625969;76;1;;1;6;LICENCIA DE MATERNIDAD;;2;1;1;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637308;1;2;1;50;76;1;1601.3625969;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637309;1;1;1;50;76;1;366.08062491;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637309;1;2;1;50;76;1;366.08062491;76;;1;1;6;CUIDADOR DE ADULTO MAYOR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637309;1;3;1;50;76;1;366.08062491;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637310;1;1;1;50;76;1;211.36367464;76;;1;1;6;DEPORTE;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637310;1;2;1;50;76;1;211.36367464;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637310;1;3;1;50;76;1;211.36367464;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637311;1;1;1;50;76;1;1414.7695621;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637312;1;1;1;50;76;1;143.02966679;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637312;1;2;1;50;76;1;143.02966679;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637313;1;1;1;50;76;1;208.69060085;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637313;1;2;1;50;76;1;208.69060085;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637314;1;1;1;50;76;1;170.93963032;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637314;1;2;1;50;76;1;170.93963032;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637314;1;3;1;50;76;1;170.93963032;76;1;;1;6;INCAPACITADA POR ACCIDEDENTE CASERO;;2;1;1;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637315;1;1;1;50;76;1;258.27294254;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637315;1;2;1;50;76;1;258.27294254;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637316;1;1;1;50;76;1;940.76098252;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637316;1;2;1;50;76;1;940.76098252;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637317;1;1;1;50;76;1;1062.0028947;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637317;1;2;1;50;76;1;1062.0028947;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637317;1;3;1;50;76;1;1062.0028947;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637318;1;1;1;50;76;1;1599.1712592;76;1;;1;1;;2;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;1
20260624;06;2026;8637318;1;2;1;50;76;1;1599.1712592;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637319;1;1;1;50;76;1;288.58831968;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637319;1;2;1;50;76;1;288.58831968;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637320;1;1;1;50;76;1;751.62859225;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637320;1;2;1;50;76;1;751.62859225;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637321;1;1;1;50;76;1;512.45745442;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637322;1;1;1;50;76;1;809.29596957;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637322;1;2;1;50;76;1;809.29596957;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637323;1;1;1;50;76;1;560.50034077;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637324;1;1;1;50;76;1;738.5192949;76;1;;1;6;VIAJANDO;;2;1;3;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637325;1;1;1;50;76;1;178.75889874;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637325;2;1;2;50;76;1;178.75889874;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637326;1;1;1;50;76;1;1149.4689786;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637326;1;2;1;50;76;1;1149.4689786;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637327;1;1;1;50;76;1;1127.3540173;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637327;1;2;1;50;76;1;1127.3540173;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637327;1;3;1;50;76;1;1127.3540173;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637328;1;1;1;50;76;1;848.20151539;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637328;1;2;1;50;76;1;848.20151539;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637329;1;1;1;50;76;1;582.65817392;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637330;1;1;1;50;76;1;1122.3156119;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637330;1;3;1;50;76;1;1122.3156119;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637331;1;1;1;50;76;1;283.94102296;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637331;1;2;1;50;76;1;283.94102296;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637331;1;3;1;50;76;1;283.94102296;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637331;1;4;1;50;76;1;283.94102296;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637331;1;6;1;50;76;1;283.94102296;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637332;1;1;1;50;76;1;1017.1719337;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637332;1;2;1;50;76;1;1017.1719337;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637332;1;3;1;50;76;1;1017.1719337;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637333;1;1;1;50;76;1;338.43832157;76;;1;1;6;ENFERMO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637333;1;2;1;50;76;1;338.43832157;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637333;1;3;1;50;76;1;338.43832157;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637333;1;4;1;50;76;1;338.43832157;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637336;1;1;1;50;76;1;560.50034077;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637340;1;1;1;50;76;1;544.48604532;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637341;1;1;1;50;76;1;786.17322758;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637341;1;2;1;50;76;1;786.17322758;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637342;1;1;1;50;76;1;1483.7065652;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637342;1;2;1;50;76;1;1483.7065652;76;1;;1;2;;;2;2;;;;2;1;1;1;;1;;;;;;;;;;;;;1
20260624;06;2026;8637343;1;1;1;50;76;1;1079.0612928;76;;1;1;6;ACTIVIDAD FISICA Y CAMINAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637343;1;2;1;50;76;1;1079.0612928;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637346;1;1;1;50;76;1;1170.7104492;76;1;;1;3;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20260624;06;2026;8637346;1;2;1;50;76;1;1170.7104492;76;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637346;2;1;2;50;76;1;1170.7104492;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637346;2;2;2;50;76;1;1170.7104492;76;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637346;2;3;2;50;76;1;1170.7104492;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637346;3;1;3;50;76;1;1170.7104492;76;1;;1;2;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20260624;06;2026;8637346;3;2;3;50;76;1;1170.7104492;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;11;;;;;;
20260624;06;2026;8637346;3;3;3;50;76;1;1170.7104492;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637346;3;4;3;50;76;1;1170.7104492;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637346;4;1;4;50;76;1;1170.7104492;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637346;4;2;4;50;76;1;1170.7104492;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637347;1;1;1;50;76;1;277.7910025;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637347;1;2;1;50;76;1;277.7910025;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637347;1;3;1;50;76;1;277.7910025;76;;1;1;6;VIAJE A VENEZUELA;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637347;1;4;1;50;76;1;277.7910025;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637348;1;1;1;50;76;1;1925.8546666;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637348;1;2;1;50;76;1;1925.8546666;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637348;1;4;1;50;76;1;1925.8546666;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637350;1;1;1;50;76;1;1530.6350528;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637350;1;2;1;50;76;1;1530.6350528;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637350;1;3;1;50;76;1;1530.6350528;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637351;1;1;1;50;76;1;1620.5620302;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637351;1;2;1;50;76;1;1620.5620302;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637351;1;3;1;50;76;1;1620.5620302;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637351;1;4;1;50;76;1;1620.5620302;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637352;1;1;1;50;76;1;1253.5409959;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637352;1;2;1;50;76;1;1253.5409959;76;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637353;1;1;1;50;76;1;960.85772703;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637354;1;1;1;50;76;1;3154.1647788;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637354;1;2;1;50;76;1;3154.1647788;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637355;1;1;1;50;76;1;1630.1033189;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637355;1;2;1;50;76;1;1630.1033189;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637356;1;1;1;50;76;1;1266.033077;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637357;1;1;1;50;76;1;1456.554318;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637357;1;2;1;50;76;1;1456.554318;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637358;1;1;1;50;76;1;2103.1622963;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637358;1;2;1;50;76;1;2103.1622963;76;1;;1;2;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20260624;06;2026;8637359;1;1;1;50;76;1;854.09575736;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637360;1;1;1;50;76;1;816.58301684;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637361;1;1;1;50;76;1;853.23992082;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637361;1;2;1;50;76;1;853.23992082;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637361;1;3;1;50;76;1;853.23992082;76;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637362;1;1;1;50;76;1;560.50034077;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637363;1;1;1;50;76;1;924.9096795;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637363;1;2;1;50;76;1;924.9096795;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637364;1;1;1;50;76;1;1313.6788327;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637364;1;2;1;50;76;1;1313.6788327;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637365;1;1;1;50;76;1;640.57181802;76;1;;1;4;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;1
20260624;06;2026;8637365;1;2;1;50;76;1;640.57181802;76;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637366;1;1;1;50;76;1;933.23773353;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637367;1;1;1;50;76;1;1402.5651203;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637367;1;2;1;50;76;1;1402.5651203;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637367;1;3;1;50;76;1;1402.5651203;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637368;1;1;1;50;76;1;1906.1895571;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637369;1;1;1;50;76;1;1013.8332225;76;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20260624;06;2026;8637369;1;2;1;50;76;1;1013.8332225;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637369;1;3;1;50;76;1;1013.8332225;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637370;1;1;1;50;76;1;1949.2799106;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637370;1;2;1;50;76;1;1949.2799106;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20260624;06;2026;8637370;1;3;1;50;76;1;1949.2799106;76;1;;1;2;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20260624;06;2026;8637370;1;4;1;50;76;1;1949.2799106;76;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
