PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P3363S1;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3560;P3561;P3067;P3067S1;P3067S2;P6775;P3068;P3562;P3563;P6750;P3073;P550;P6780;P6780S1;P1879;P1879S1;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8;P6426
20260623;06;2026;8626277;1;1;1;60;17;1;171.7998576;17;1;9200;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1000000;1;;3;;1;;1;12;10;2;;10;;;1;6;;11;;2;;;;2;2;1;0;4;1;;1;;1;8;5131;5630;1;240000;2;7;2;;;;2;;;;;;;;;;;;;2;2;1;2;1;1;11;;10;8;;1;1240000;92;9200;5223;48
20260623;06;2026;8626279;1;1;1;60;17;1;118.29992406;17;1;5611;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;1750095;2;;2;;;1;300000;2;;2;;2;;2;;;1;249905;2;1;146000;2;2;;;2;;;1;300000;2;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;11;1;1;1;0;84;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;1;;1;2050095;56;5611;5131;1
20260623;06;2026;8626280;1;1;1;60;17;1;167.3533299;17;1;8121;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;700000;1;;1;;1;;2;12;20;2;;20;;;1;2;;1;;2;;;;2;2;1;0;48;4;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;2;;25;3;;1;700000;81;8121;9111;120
20260623;06;2026;8626283;1;3;1;60;17;1;203.73762898;17;1;8610;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;3000000;2;;2;;;2;;2;;2;;2;;2;;;1;249045;2;2;;;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;10;1;1;1;0;12;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;2;;25;2;;1;3000000;86;8610;1342;96
20260623;06;2026;8626286;1;1;1;60;17;1;182.02128333;17;1;8010;1;1;;;1;;1;;2;2;2;2;1;;2;2;2;2;1;;2;600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;2;6;;2;;2;;;;2;2;1;0;48;1;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;5;;1;600000;80;8010;5414;25
20260623;06;2026;8626286;1;2;1;60;17;1;182.02128333;17;1;8121;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;;3;;1;;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;0;12;4;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;25;8;;1;800000;81;8121;9111;240
20260623;06;2026;8626287;1;1;1;60;17;1;164.47855918;17;1;5611;1;1;;;1;;1;;2;2;2;2;1;;1;1;1;1;1;;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;3;7;;2;;2;;;;2;2;1;0;14;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;3;;1;1800000;56;5611;5120;6
20260623;06;2026;8626287;1;2;1;60;17;1;164.47855918;17;1;4731;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;2;1;12;1;1;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1750905;47;4731;5245;3
20260623;06;2026;8626288;1;1;1;60;17;1;226.24490651;17;1;8424;1;2;1;;1;;1;;1;1;1;1;2;;1;1;1;1;5;;1;3300000;1;98;2;;;2;;2;;2;;2;;2;;;1;249045;2;1;60000;2;2;;;2;;;2;;;1;3300000;1;3300000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;10;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;5;;1;3300000;84;8424;5413;156
20260623;06;2026;8626290;1;1;1;60;17;1;265.68383803;17;1;4723;2;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;1;1;1;7;;;;;;;;;;;1;30000000;1;2000000;24000000;700000;0;0;;;;;;;;;;;;;;;;;;;;1;1;2025;1;1;;;2000000;1;;3;;6;;2;12;60;;;60;;;2;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;3;;1;2000000;47;4723;5223;220
20260623;06;2026;8626290;1;2;1;60;17;1;265.68383803;17;1;4723;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;1;;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;2;7;;1;;3;;;;2;2;1;24;24;2;;4;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;;5;10;CON SU PENSION;1;2000000;47;4723;5223;180
20260623;06;2026;8626291;1;1;1;60;17;1;163.63713977;17;1;4512;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;4;4;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;2000000;1;;3;;3;;2;12;40;;;40;;;1;6;;1;;2;;;;2;2;1;0;60;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;;8;;1;2000000;45;4512;3324;480
20260623;06;2026;8626292;1;1;1;60;17;1;239.31657231;17;1;9602;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1200000;1;;1;;4;;2;12;20;2;;20;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;8;3;;1;1200000;96;9609;5142;12
20260623;06;2026;8626294;1;1;1;60;17;1;167.02763934;17;1;8621;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;4500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;9;7;;1;;1;2;1;30;1;1;1;0;60;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;1;;1;4500000;86;8621;2411;204
20260623;06;2026;8626296;1;1;1;60;17;1;212.72493067;17;1;8891;1;2;2;6;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;1;;3000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;3000000;1;;3;;3;;2;12;30;2;;30;;;3;1;;1;;1;1;2;16;1;2;1;6;24;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;3000000;88;8891;1212;204
20260623;06;2026;8626296;1;2;1;60;17;1;212.72493067;17;1;8891;1;2;2;6;1;;1;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;1;;3000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;3000000;1;;3;;6;;2;12;30;2;;30;;;3;1;;1;;2;;;;2;2;1;12;6;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;3000000;88;8891;1212;204
20260623;06;2026;8626298;1;1;1;60;17;1;162.70462629;17;1;4530;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;5000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;1500000;1;;3;;6;;2;12;48;;;48;;;1;7;;1;;2;;;;2;2;1;12;228;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;3;;1;1500000;45;4530;5223;120
20260623;06;2026;8626299;1;1;1;60;17;1;230.93174575;17;1;8220;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;15;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;3;;1;1750000;82;8220;9112;180
20260623;06;2026;8626299;1;2;1;60;17;1;230.93174575;17;1;8220;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;1;62000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;38;2;;10;7;;1;;1;1;1;6;1;1;1;0;18;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;3;;1;1750000;82;8220;4222;24
20260623;06;2026;8626300;1;2;1;60;17;1;101.33764802;17;1;8230;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;3;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;;1;;1;;2;12;20;1;;20;;;1;2;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;8;;90;3;;1;300000;82;8230;3432;15
20260623;06;2026;8626300;1;3;1;60;17;1;101.33764802;17;1;7500;1;2;2;6;1;;2;;1;2;1;1;1;;1;1;1;1;3;;1;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;740000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;44;;;44;;;7;7;;1;;1;1;1;1;1;1;1;12;3;1;;12;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;30;3;;1;1750905;75;7500;4120;9
20260623;06;2026;8626301;1;1;1;60;17;1;233.19316117;17;1;3511;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;5;;2;4500000;2;;1;100000;2;2;;2;;2;;2;;2;;;1;800000;2;2;;;2;;;2;;;2;;;1;4000000;2;;2;;1;800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;38;2;;10;7;;1;;1;2;1;20;1;1;1;0;120;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;4500000;35;3511;3113;128
20260623;06;2026;8626301;1;2;1;60;17;1;233.19316117;17;1;6820;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;3500000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;1;1;102000;2;2;;;2;;;1;700000;1;1;3200000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;38;2;;4;7;;1;;1;2;1;17;1;1;1;0;96;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;3;;1;3500000;68;6820;3313;48
20260623;06;2026;8626302;1;2;1;60;17;1;170.51065987;17;1;8010;1;2;1;;1;;1;;1;2;1;1;1;;1;1;2;1;2;;2;4400000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;32;2;;10;7;;1;;1;2;1;8;1;1;1;0;24;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;5;;1;4400000;80;8010;1120;12
20260623;06;2026;8626303;1;2;1;60;17;1;204.5163273;17;1;5619;1;1;;;1;;1;;2;2;2;2;1;;1;1;1;1;1;;2;1000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;48;;;48;;;5;4;;2;;2;;;;2;2;1;5;20;2;;9;;2;;;;;;;;1;21;2;1;1;1;1;2;1;2;2;2;1;2;;1;1;1;2;1;2;1;2;11;;20;9;;1;1000000;56;5619;9621;2
20260623;06;2026;8626305;1;3;1;60;17;1;224.11139187;17;1;8610;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;2200000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;1;2;;;2;;;2;;;2;;;1;2100000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;20;1;2;1;0;38;1;;8;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;;30;5;;1;2200000;86;8610;2212;36
20260623;06;2026;8626306;1;1;1;60;17;1;124.58536242;17;1;9602;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;;3;;3;;2;12;10;2;;10;;;1;5;;3;;2;;;;2;2;1;36;60;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;3;;1;500000;96;9602;5142;24
20260623;06;2026;8626306;1;2;1;60;17;1;124.58536242;17;1;4921;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;2500000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;1;68800;2;2;;;2;;;2;;;1;1800000;2;;2;;1;2580000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;72;;;72;;;9;4;;1;;1;1;1;98;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;6;;15;1;;1;2500000;49;4921;8331;48
20260623;06;2026;8626308;1;1;1;60;17;1;188.83695046;17;1;8412;1;2;2;12;1;;2;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;3;3;3;6;;;7300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;7300000;1;;3;;3;;1;12;30;2;;30;;;5;7;;1;;1;1;2;8;1;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;10;2;;1;7300000;84;8412;2611;84
20260623;06;2026;8626311;1;1;1;60;17;1;67.746220042;17;1;8220;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;10;1;1;1;5;60;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;1;;1;1750905;82;8220;4222;48
20260623;06;2026;8626311;1;2;1;60;17;1;67.746220042;17;1;5611;1;1;;;1;;2;;2;2;2;2;1;;1;1;1;1;1;;2;400000;2;;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;2;;12;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;2;;60;8;;1;600000;56;5611;9412;6
20260623;06;2026;8626312;1;1;1;60;17;1;133.62211147;17;1;6621;1;2;1;;1;;1;;1;2;1;1;1;;1;1;2;1;2;;1;5000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4600000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;7;7;;1;;1;2;1;14;1;1;1;0;36;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;;10;8;;1;5000000;66;6621;1212;24
20260623;06;2026;8626313;1;3;1;60;17;1;88.466171824;17;1;1082;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;3;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;1;173000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;16;1;1;1;0;120;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;45;1;;1;1750905;10;1082;9321;84
20260623;06;2026;8626314;1;1;1;60;17;1;163.63713977;17;1;1410;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;2000000;1;;3;;3;;2;12;40;;;40;;;1;1;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;2;;1;2000000;14;1410;7533;48
20260623;06;2026;8626314;1;2;1;60;17;1;163.63713977;17;1;2821;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;5000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;5000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;3;;;;1;1;1;0;240;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;10;10;DE LA PENSION;1;5000000;28;2821;2141;36
20260623;06;2026;8626315;1;3;1;60;17;1;215.84694656;17;1;7010;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;3400000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;3400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;6;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;10;2;;1;3400000;70;7010;3435;36
20260623;06;2026;8626316;1;1;1;60;17;1;185.95129519;17;1;3511;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;3000000;2;;1;98;2;2;;2;;2;;2;;2;;;1;249045;2;2;;;2;;;2;;;2;;;1;3000000;1;3000000;1;1500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;2;;1;;1;2;1;28;1;1;1;0;12;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;11;;25;2;;1;3000000;35;3511;7411;300
20260623;06;2026;8626316;1;2;1;60;17;1;185.95129519;17;1;3091;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249045;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;6;7;;1;;1;1;1;9;1;1;1;1;24;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;1750905;30;3091;8212;108
20260623;06;2026;8626317;1;1;1;60;17;1;133.62211147;17;1;8621;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;2;;2;7000000;1;200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;6400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;6;7;;1;;1;2;1;23;1;1;1;0;48;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;15;2;;1;7000000;86;8621;2411;156
20260623;06;2026;8626318;1;1;1;60;17;1;133.62211147;17;1;8552;1;1;;;1;;2;;2;2;2;2;1;;1;1;2;1;2;;2;1900000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;4;7;;3;;2;;;;2;2;1;0;30;1;;3;;2;;;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;;1;1;2;2;1;2;2;1;8;;30;2;;1;1900000;85;8552;3422;30
20260623;06;2026;8626319;1;1;1;60;17;1;248.86939716;17;1;8530;1;2;1;;2;4;1;8413;1;1;1;1;2;;1;1;1;1;5;;2;6400000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4500000;1;4500000;1;2250000;1;1600000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;3;1;11;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;6;2;;1;6400000;85;8530;2354;132
