PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P3363S1;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3560;P3561;P3067;P3067S1;P3067S2;P6775;P3068;P3562;P3563;P6750;P3073;P550;P6780;P6780S1;P1879;P1879S1;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8;P6426
20260626;06;2026;8643741;1;1;1;60;;2;1626.4112468;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;960000;1;11520000;3;;3;;2;12;32;2;;32;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;15;9;;1;960000;01;0161;9211;480
20260626;06;2026;8643742;1;1;1;60;;2;2943.8375755;15;1;111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;7;;;;;;;;;;;2;;;;;;;;17100000;2;0;0;0;0;5100000;0;0;0;0;2;;1;150000;;;;;2;;;2;;2;2;0;1;12000000;3;;9;;2;12;30;2;;30;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;2;9;;1;0;01;0111;6111;240
20260626;06;2026;8643742;1;3;1;60;;2;2943.8375755;15;1;125;1;2;1;;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;10;7;;1;;1;1;1;0;1;1;1;0;20;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;9;;1;1750905;01;0125;6113;5
20260626;06;2026;8643744;1;1;1;60;;2;1780.0106393;15;1;113;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;7;;;;;;;;;;;2;;;;;;;;17100000;3;0;0;0;0;5100000;0;0;0;0;2;;1;150000;;;;;2;;;2;;2;2;0;1;12000000;3;;9;;2;12;32;2;;32;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;5;9;;1;0;01;0113;6111;444
20260626;06;2026;8643744;1;3;1;60;;2;1780.0106393;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;960000;1;11520000;3;;1;;2;12;32;1;;32;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;16;1;1;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;15;9;;1;960000;01;0161;9211;48
20260626;06;2026;8643745;1;1;1;60;;2;2861.8576831;15;1;111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;2;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;3600000;2;;4;;2;12;24;1;;16;5;;4;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;16;2;1;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;40;8;;1;300000;01;0111;9211;240
20260626;06;2026;8643746;1;1;1;60;;2;1121.5606487;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;2;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;3600000;2;;1;;2;12;24;2;;8;6;;3;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;1;2;;2;1;1;2;2;2;1;1;11;;30;3;;1;300000;01;0161;9211;120
20260626;06;2026;8643747;1;1;1;60;;2;1897.4030373;15;1;150;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;7;;;;;;;;;;;2;;;;;;;;35000000;12;2000000;1500000;2500000;0;9000000;5000000;4000000;4000000;0;1;200000;2;;;;;;2;;;2;;2;2;14000000;12;10000000;3;;4;;2;12;35;2;;38;;;1;8;;4;;2;;;;2;2;1;1;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;10;;10;2;;1;14000000;01;0150;6111;48
20260626;06;2026;8643748;1;2;1;60;;2;1263.7419486;15;1;113;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;7;;;;;;;;;;;2;;;;;;;;22000000;12;500000;350000;900000;100000;5000000;0;0;0;0;1;50000;2;;;;;;2;;;2;;2;2;1800000;1;22000000;3;;1;;1;12;40;;;40;;;1;8;;10;;2;;;;2;2;1;2;36;4;;10;;2;;;;;;;;1;4;2;2;2;;;;;;;;;;;;;1;1;2;2;1;1;14;;;8;;1;1800000;01;0113;6111;24
20260626;06;2026;8643750;1;1;1;60;;2;2943.8375755;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;3;;;400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;400000;1;3200000;2;;1;;2;12;24;1;;16;6;;4;8;;11;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;3;;60;8;;1;400000;01;0161;9211;312
20260626;06;2026;8643752;1;1;1;60;;2;2532.7009025;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;960000;1;11520000;3;;9;;2;12;32;2;;32;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;20;9;;1;960000;01;0161;9211;564
20260626;06;2026;8643752;1;3;1;60;;2;2532.7009025;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;960000;1;11520000;3;;1;;2;12;32;1;;32;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;16;1;1;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;30;9;;1;960000;01;0161;9211;120
20260626;06;2026;8643752;1;4;1;60;;2;2532.7009025;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;960000;1;11520000;3;;1;;2;12;32;1;;32;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;16;1;1;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;30;9;;1;960000;01;0161;9211;72
20260626;06;2026;8643753;1;1;1;60;;2;2426.6048411;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;2;;;500000;1;2;;1;320000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;3500000;2;;4;;2;12;24;1;;8;5;;3;8;;11;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;30;9;;1;500000;01;0161;9211;240
20260626;06;2026;8643754;1;3;1;60;;2;1897.4030373;15;1;141;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;4;7;;;;;;;;;;;2;;;;;;;;10200000;12;0;0;0;0;0;400000;0;2600000;0;2;;1;100000;;;;;2;;;2;;2;2;600000;1;7200000;3;;9;;2;12;28;2;;28;;;1;8;;2;;2;;;;2;2;1;6;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;9;;1;600000;01;0141;6121;240
20260626;06;2026;8643755;1;1;1;60;;2;1756.8585139;15;1;125;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;249000;2;1;140000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;2;1;7;1;1;1;36;48;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;8;;1;1750000;01;0125;9214;120
20260626;06;2026;8643756;1;2;1;60;;2;1263.7419486;15;1;141;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;3;7;;;;;;;;;;;2;;;;;;;;5100000;12;0;0;0;0;0;200000;0;1300000;0;2;;1;100000;;;;;2;;;2;;2;2;300000;1;3600000;3;;9;;2;12;14;2;;14;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;2;3;;1;300000;01;0141;9212;120
20260626;06;2026;8643760;1;1;1;60;;1;1814.0423301;15;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;3;1;6;;;2500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;2500000;1;;3;;3;;2;12;44;;;44;;;2;2;;2;;2;;;;2;2;1;0;6;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;30;2;;1;2500000;41;4111;3123;120
20260626;06;2026;8643760;1;2;1;60;;1;1814.0423301;15;1;141;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;7;;;;;;;;;;;2;;;;;;;;8400000;12;0;400000;0;0;0;150000;0;0;0;2;;1;200000;;;;;2;;;2;;2;2;650000;1;;3;;9;;2;12;22;2;;22;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;20;5;;1;650000;01;0141;9212;24
20260626;06;2026;8643760;1;3;1;60;;1;1814.0423301;15;1;6920;1;2;2;6;1;;1;;1;2;1;1;1;;2;1;2;1;1;;2;2500000;2;;2;;;2;;2;;2;;2;;2;;;1;249095;1;2;;;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;2;7;;1;;1;2;1;8;1;1;1;0;6;2;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;2;;1;2500000;69;6920;2411;10
20260626;06;2026;8643760;1;4;1;60;;1;1814.0423301;15;1;8010;1;2;2;12;1;;1;;1;2;1;1;1;;1;1;1;1;1;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;1;249095;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;7;7;;1;;1;2;1;3;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;2;;1;1750905;80;8010;5414;24
20260626;06;2026;8643764;1;1;1;60;;1;2798.1031529;15;1;4724;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;2500000;1;0;1300000;300000;300000;0;;;;;;;;;;;;;;;;;;;;1;1;2026;1;1;;;1000000;1;;3;;6;;2;12;50;;;50;;;1;7;;2;;2;;;;2;2;1;2;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;3;3;;1;1000000;47;4724;5223;80
20260626;06;2026;8643766;1;1;1;60;;1;2393.2901095;15;1;4773;1;1;;;1;;1;;1;1;1;1;1;;1;1;9;9;1;;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;3;;1;1800000;47;4773;5329;264
20260626;06;2026;8643766;1;2;1;60;;1;2393.2901095;15;1;4923;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;;3;;4;;2;12;30;2;;30;;;2;4;;2;;2;;;;2;2;1;2;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;5;2;;1;1500000;49;4923;8332;48
20260626;06;2026;8643767;1;1;1;60;;1;2075.3735254;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;1500000;1;2;;1;100000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;;3;;4;;2;12;45;;;45;;;3;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;3;;1;1500000;01;0161;6113;300
20260626;06;2026;8643767;1;2;1;60;;1;2075.3735254;15;1;5611;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;1;;2;800000;2;;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;3;7;;2;;2;;;;2;2;1;2;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;2;;1;1000000;56;5611;9412;48
20260626;06;2026;8643768;1;1;1;60;;1;2774.7064738;15;1;4721;1;1;;;1;;2;;2;2;2;2;1;;1;1;2;2;1;;2;1000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;1;2;;2;1;2;1;1;2;2;1;3;;5;3;;1;1000000;47;4721;5230;25
20260626;06;2026;8643768;1;2;1;60;;1;2774.7064738;15;1;4721;1;1;;;1;;2;;2;2;2;2;1;;1;1;2;2;1;;2;1000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;2;7;;2;;2;;;;2;2;1;2;38;1;;5;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;3;;5;3;;1;1000000;47;4721;5221;30
20260626;06;2026;8643769;1;1;1;60;;1;2337.2247036;15;1;4111;1;1;;;1;;1;;2;2;2;2;1;;2;1;2;2;1;;2;1750905;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;44;;;44;;;2;2;;2;;2;;;;2;2;1;3;6;1;;1;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;2;1;1;2;1;2;1;1;3;;15;2;;1;1750905;41;4111;9313;6
20260626;06;2026;8643770;1;1;1;60;;1;2388.352981;15;1;1410;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;1;1;1;6;;;1600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;1600000;1;;1;;4;;2;12;20;2;;20;;;2;1;;1;;1;2;2;12;1;1;1;0;9;1;;1;;1;20;2636;9491;1;1750905;4;1;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;2;;1;3350905;14;1410;7531;48
20260626;06;2026;8643770;1;2;1;60;;1;2388.352981;15;1;1410;2;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;20;2;;20;;;2;1;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;;14;1410;7531;48
20260626;06;2026;8643771;1;1;1;60;;1;2003.4485477;15;1;4620;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;3;;;0;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;0;1;;1;;1;;2;12;20;2;;20;;;1;7;;2;;2;;;;2;2;2;;;;;;;1;20;5131;5611;6;;2;7;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;;20;3;;1;0;46;4620;5223;36
20260626;06;2026;8643771;1;2;1;60;;1;2003.4485477;15;1;5611;2;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;0;1;3;1;1;1;7;;;;;;;;;;;1;4800000;1;400000;1500000;0;300000;0;;;;;;;;;;;;;;;;;;;;1;1;2026;2;;1;2;2600000;1;;3;;6;;2;12;40;;;40;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;1;3;;1;2600000;56;5611;1412;144
20260626;06;2026;8643775;1;2;1;60;;2;3061.3272017;15;1;113;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;18000000;2;;1;;1;12;40;;;40;;;3;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;15;3;;1;1500000;01;0113;6111;240
20260626;06;2026;8643775;1;3;1;60;;2;3061.3272017;15;1;111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;4;7;;;;;;;;;;;2;;;;;;;;10000000;6;0;50000;0;0;4000000;0;0;0;500000;2;;2;;;;;;2;;;2;;2;2;0;1;10000000;2;;6;;2;12;40;;;40;;;1;8;;2;;2;;;;2;2;1;1;48;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;2;;1;0;01;0111;6111;36
20260626;06;2026;8643776;1;1;1;60;;2;2322.6140178;15;1;141;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;3;6;;;350000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;350000;1;4500000;3;;1;;1;12;24;1;;24;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;5;3;;1;350000;01;0141;9212;158
20260626;06;2026;8643776;1;2;1;60;;2;2322.6140178;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;10000000;3;;1;;2;12;40;;;40;;;2;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;1;1;11;;15;2;;1;800000;01;0161;6111;142
20260626;06;2026;8643777;1;2;1;60;;2;2648.9039447;15;1;8121;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;9000000;1;;3;;1;6;44;;;36;6;;2;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;8;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;1;1;2;;20;8;;1;1500000;81;8121;9111;6
20260626;06;2026;8643778;1;1;1;60;;2;1445.1382966;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;12000000;3;;4;;2;12;40;;;40;;;3;8;;2;;2;;;;2;2;1;6;12;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;18;3;;1;800000;01;0161;7544;60
20260626;06;2026;8643779;1;1;1;60;;2;1896.0473537;15;1;5224;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;3;3;3;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;6000000;3;;1;;2;12;24;1;;24;;;2;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;30;1;1;1;2;1;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;1;;30;3;;1;600000;52;5224;9333;150
20260626;06;2026;8643780;1;1;1;60;;2;2322.6140178;15;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;1;6;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;700000;1;7600000;2;;9;;2;8;44;;;36;6;;3;8;;2;;2;;;;2;2;1;4;3;4;;1;;2;;;;;;;;1;8;2;1;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;30;2;;1;700000;01;0161;9211;300
20260626;06;2026;8643781;1;2;1;60;;2;1170.8200089;15;1;141;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;3;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;7800000;3;;1;;2;12;25;1;;25;;;1;8;;2;;2;;;;2;2;1;0;36;2;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;3;;1;500000;01;0141;9212;14
