PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20250623;06;2025;8239635;1;1;1;10;08;1;915.59602396;08;1;1;2;31;12;1993;1;1;4;2;;2;2;2;6;;;4;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20250623;06;2025;8239635;1;2;1;10;08;1;915.59602396;08;1;2;2;14;9;2010;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20250623;06;2025;8239635;1;3;1;10;08;1;915.59602396;08;1;1;2;9;7;2015;3;1;1;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;3;;;;;;
20250623;06;2025;8239635;1;4;1;10;08;1;915.59602396;08;1;4;2;64;1;1961;4;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250623;06;2025;8239636;1;1;1;10;08;1;1190.9089911;08;1;1;1;43;9;1981;1;2;;2;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239636;1;2;1;10;08;1;1190.9089911;08;1;2;2;36;10;1988;2;2;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;119;5;119;1;2;1
20250623;06;2025;8239636;1;3;1;10;08;1;1190.9089911;08;1;3;2;13;3;2012;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20250623;06;2025;8239636;1;4;1;10;08;1;1190.9089911;08;1;2;1;8;12;2016;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250623;06;2025;8239637;1;1;1;10;08;1;669.76932426;08;1;1;1;42;7;1982;1;2;;2;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;3;1029;2;;2;1;1
20250623;06;2025;8239637;1;2;1;10;08;1;669.76932426;08;1;2;2;37;6;1988;2;2;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;2;1
20250623;06;2025;8239638;1;1;1;10;08;1;673.60848872;08;1;1;1;66;1;1959;1;3;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250623;06;2025;8239638;1;2;1;10;08;1;673.60848872;08;1;2;2;48;4;1977;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;1;3;4;1;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239638;1;3;1;10;08;1;673.60848872;08;1;3;1;26;5;1999;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;713;5;713;2;1;1
20250623;06;2025;8239638;1;4;1;10;08;1;673.60848872;08;1;4;2;23;3;2002;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;8;2;119;2;;1;2;1
20250623;06;2025;8239638;1;5;1;10;08;1;673.60848872;08;1;5;2;24;7;2000;3;1;2;1;1;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;2;119;2;;1;2;1
20250623;06;2025;8239638;1;6;1;10;08;1;673.60848872;08;1;5;2;7;8;2017;8;1;5;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250623;06;2025;8239639;1;1;1;10;08;1;888.28294269;08;1;1;1;56;9;1968;1;3;;2;;2;2;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20250623;06;2025;8239639;1;2;1;10;08;1;888.28294269;08;1;2;2;31;6;1993;3;3;;1;1;2;2;2;6;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239639;1;3;1;10;08;1;888.28294269;08;1;3;1;37;6;1987;7;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56900;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239639;1;4;1;10;08;1;888.28294269;08;1;2;1;13;7;2011;8;1;2;1;3;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20250623;06;2025;8239639;1;5;1;10;08;1;888.28294269;08;1;2;2;6;3;2019;8;1;2;1;3;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250623;06;2025;8239640;1;1;1;10;08;1;905.74179225;08;1;1;2;68;4;1957;1;3;;3;;2;1;2;6;;;5;;;1;3;;;2;4;4;2;4;4;4;4;2;2;;1;0;;;;1;2;1
20250623;06;2025;8239640;1;2;1;10;08;1;905.74179225;08;1;2;2;38;5;1987;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239640;1;3;1;10;08;1;905.74179225;08;1;3;2;11;12;2013;8;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250623;06;2025;8239640;1;4;1;10;08;1;905.74179225;08;1;4;2;34;10;1990;3;1;1;3;;2;2;2;5;;;2;1;5;1;3;;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239640;1;5;1;10;08;1;905.74179225;08;1;5;1;38;3;1987;7;3;;3;;2;2;2;6;;;2;1;4;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250623;06;2025;8239640;1;6;1;10;08;1;905.74179225;08;1;6;1;12;5;2013;8;1;4;1;5;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250623;06;2025;8239641;1;1;1;10;08;1;1066.2411549;08;1;1;2;53;7;1971;1;2;;3;;2;1;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1
20250623;06;2025;8239641;1;2;1;10;08;1;1066.2411549;08;1;2;1;33;11;1991;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239641;1;3;1;10;08;1;1066.2411549;08;1;3;2;24;8;2000;3;1;1;2;;2;2;2;6;;;1;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;414;5;414;1;2;1
20250623;06;2025;8239641;1;4;1;10;08;1;1066.2411549;08;1;4;1;26;5;1999;7;3;;2;;2;2;2;6;;;1;1;3;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239642;1;1;1;10;08;1;1126.6502902;08;1;1;2;76;12;1948;1;3;;3;;1;;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250623;06;2025;8239643;1;1;1;10;08;1;1362.0808825;08;1;1;1;37;2;1988;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250623;06;2025;8239643;1;2;1;10;08;1;1362.0808825;08;1;2;2;28;6;1997;2;3;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239643;1;3;1;10;08;1;1362.0808825;08;1;2;2;7;12;2017;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20250623;06;2025;8239643;1;4;1;10;08;1;1362.0808825;08;1;1;1;36;5;1989;6;2;;2;;2;2;2;6;;;6;;;1;3;;;4;2;4;4;4;1;3;2;2;2;;1;0;;;;2;1;1
20250623;06;2025;8239644;1;1;1;10;08;1;1271.7123352;08;1;1;1;44;12;1980;1;3;;3;;2;2;2;6;;;2;1;2;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239644;1;2;1;10;08;1;1271.7123352;08;1;2;2;32;8;1992;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239644;1;3;1;10;08;1;1271.7123352;08;1;1;2;8;4;2017;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250623;06;2025;8239645;1;1;1;10;08;1;1271.7123352;08;1;1;1;33;5;1992;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239645;1;2;1;10;08;1;1271.7123352;08;1;2;2;28;2;1997;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;1012;5;1012;1;2;1
20250623;06;2025;8239645;1;3;1;10;08;1;1271.7123352;08;1;2;2;0;10;2024;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250623;06;2025;8239646;1;1;1;10;08;1;492.5382563;08;1;1;1;76;8;1948;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250623;06;2025;8239646;1;2;1;10;08;1;492.5382563;08;1;2;2;25;1;2000;8;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;911;5;911;1;2;1
20250623;06;2025;8239647;1;1;1;10;08;1;1116.2822071;08;1;1;2;36;2;1989;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;416;5;416;1;2;1
20250623;06;2025;8239647;1;2;1;10;08;1;1116.2822071;08;1;2;1;43;10;1981;2;3;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;732;5;732;2;1;1
20250623;06;2025;8239648;1;1;1;10;08;1;1389.3938229;08;1;1;1;48;12;1976;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250623;06;2025;8239648;1;2;1;10;08;1;1389.3938229;08;1;2;2;38;5;1987;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239648;1;3;1;10;08;1;1389.3938229;08;1;3;2;13;5;2012;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250623;06;2025;8239648;1;4;1;10;08;1;1389.3938229;08;1;2;1;3;9;2021;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250623;06;2025;8239650;1;1;1;10;08;1;1544.823951;08;1;1;1;45;10;1979;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250623;06;2025;8239650;1;2;1;10;08;1;1544.823951;08;1;2;2;28;11;1996;2;3;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239650;1;3;1;10;08;1;1544.823951;08;1;3;2;13;3;2012;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250623;06;2025;8239650;1;4;1;10;08;1;1544.823951;08;1;4;1;10;9;2014;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250623;06;2025;8239650;1;5;1;10;08;1;1544.823951;08;1;2;2;8;9;2016;3;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250623;06;2025;8239651;1;1;1;10;08;1;845.64118;08;1;1;2;36;11;1988;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20250623;06;2025;8239651;1;2;1;10;08;1;845.64118;08;1;2;1;18;3;2007;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239651;1;3;1;10;08;1;845.64118;08;1;1;1;15;6;2009;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20250623;06;2025;8239651;1;4;1;10;08;1;845.64118;08;1;1;1;11;4;2014;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250623;06;2025;8239651;1;5;1;10;08;1;845.64118;08;1;1;1;3;8;2021;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;;;
20250623;06;2025;8239652;1;1;1;10;08;1;431.11675061;08;1;1;2;53;12;1971;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20250623;06;2025;8239652;1;2;1;10;08;1;431.11675061;08;1;2;1;61;7;1963;2;3;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250623;06;2025;8239652;1;3;1;10;08;1;431.11675061;08;1;3;2;30;1;1995;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;3;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239652;1;4;1;10;08;1;431.11675061;08;1;4;1;21;5;2004;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250623;06;2025;8239652;1;5;1;10;08;1;431.11675061;08;1;5;1;18;8;2006;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20250623;06;2025;8239652;1;6;1;10;08;1;431.11675061;08;1;6;1;18;8;2006;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20250623;06;2025;8239652;1;7;1;10;08;1;431.11675061;08;1;7;2;28;7;1996;3;1;1;1;2;2;2;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;412;6;412;1;2;1
20250623;06;2025;8239652;1;8;1;10;08;1;431.11675061;08;1;7;2;8;6;2016;8;1;7;3;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250623;06;2025;8239652;1;9;1;10;08;1;431.11675061;08;1;9;2;23;10;2001;3;1;1;1;2;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250623;06;2025;8239652;1;10;1;10;08;1;431.11675061;08;1;9;1;6;6;2019;8;1;9;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250623;06;2025;8239653;1;1;1;10;08;1;970.07772861;08;1;1;2;45;12;1979;1;3;;1;4;2;1;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;321;7;321;1;2;1
20250623;06;2025;8239653;1;2;1;10;08;1;970.07772861;08;1;2;2;14;5;2011;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20250623;06;2025;8239653;1;3;1;10;08;1;970.07772861;08;1;3;2;6;10;2018;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20250623;06;2025;8239653;1;4;1;10;08;1;970.07772861;08;1;4;1;75;1;1950;4;3;;3;;1;;2;6;;;5;;;1;3;;;4;4;2;2;4;4;4;4;2;2;;1;0;;;;2;1;1
20250623;06;2025;8239654;1;1;1;10;08;1;712.8918708;08;1;2;1;59;12;1965;1;3;;3;;2;2;2;6;;;3;1;2;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;8;4;916;5;916;2;1;1
20250623;06;2025;8239654;1;2;1;10;08;1;712.8918708;08;1;2;2;49;2;1976;2;3;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239654;1;3;1;10;08;1;712.8918708;08;1;3;2;10;8;2014;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250623;06;2025;8239654;1;4;1;10;08;1;712.8918708;08;1;4;2;29;11;1995;3;1;2;1;1;2;2;2;6;;;2;2;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;8;4;916;5;916;1;2;1
20250623;06;2025;8239654;1;5;1;10;08;1;712.8918708;08;1;5;2;11;1;2014;8;1;4;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250623;06;2025;8239654;1;6;1;10;08;1;712.8918708;08;1;4;2;9;3;2016;8;1;4;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250623;06;2025;8239654;1;7;1;10;08;1;712.8918708;08;1;4;1;5;10;2019;8;1;4;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250623;06;2025;8239655;1;1;1;10;08;1;372.15870058;08;1;1;2;48;1;1977;1;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250623;06;2025;8239655;1;2;1;10;08;1;372.15870058;08;1;2;1;23;8;2001;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;3;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250623;06;2025;8239655;1;3;1;10;08;1;372.15870058;08;1;3;1;22;12;2002;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250623;06;2025;8239655;1;4;1;10;08;1;372.15870058;08;1;4;1;20;3;2005;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239655;1;5;1;10;08;1;372.15870058;08;1;1;1;70;1;1955;9;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250623;06;2025;8239656;1;1;1;10;08;1;1076.2411817;08;1;1;2;25;6;1999;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239656;1;2;1;10;08;1;1076.2411817;08;1;2;1;24;2;2001;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250623;06;2025;8239656;1;3;1;10;08;1;1076.2411817;08;1;2;2;5;12;2019;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250623;06;2025;8239656;2;1;2;10;08;1;1076.2411817;08;1;1;1;43;4;1982;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;64000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239656;2;2;2;10;08;1;1076.2411817;08;1;2;2;34;3;1991;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250623;06;2025;8239656;2;3;2;10;08;1;1076.2411817;08;1;3;2;12;3;2013;3;1;2;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250623;06;2025;8239656;2;4;2;10;08;1;1076.2411817;08;1;2;1;6;9;2018;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250623;06;2025;8239656;2;5;2;10;08;1;1076.2411817;08;1;2;2;4;8;2020;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20250623;06;2025;8239656;3;1;3;10;08;1;1076.2411817;08;1;1;1;30;12;1994;1;2;;3;;2;2;2;6;;;2;1;2;1;1;1;64000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239656;3;2;3;10;08;1;1076.2411817;08;1;2;2;32;5;1993;2;3;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;3;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20250623;06;2025;8239656;3;3;3;10;08;1;1076.2411817;08;1;3;2;10;12;2014;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250623;06;2025;8239656;3;4;3;10;08;1;1076.2411817;08;1;2;2;9;5;2016;3;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250623;06;2025;8239656;3;5;3;10;08;1;1076.2411817;08;1;5;2;18;4;2007;13;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239656;3;6;3;10;08;1;1076.2411817;08;1;6;2;24;11;2000;13;2;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239657;1;1;1;10;08;1;545.39704598;08;1;1;1;47;4;1978;1;2;;2;;2;2;2;6;;;3;1;2;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239657;1;2;1;10;08;1;545.39704598;08;1;2;2;40;3;1985;2;2;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239657;1;3;1;10;08;1;545.39704598;08;1;3;2;23;3;2002;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20250623;06;2025;8239657;1;4;1;10;08;1;545.39704598;08;1;4;1;18;9;2006;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;8;2;1088;2;;2;1;1
20250623;06;2025;8239658;1;1;1;10;08;1;1074.3924694;08;1;1;2;64;4;1961;1;3;;3;;1;;2;6;;;3;1;2;1;3;;;3;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250623;06;2025;8239658;1;2;1;10;08;1;1074.3924694;08;1;2;1;67;10;1957;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;56940;4;4;4;1;2;3;3;3;1;2;;8;4;715;5;715;2;1;1
20250623;06;2025;8239658;1;3;1;10;08;1;1074.3924694;08;1;1;2;29;3;1996;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;2;4;2;2;1;3;2;2;2;;1;0;;;;1;2;1
20250623;06;2025;8239658;1;4;1;10;08;1;1074.3924694;08;1;4;2;27;1;1998;3;1;1;1;2;2;2;2;6;;;6;;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;10;10;913;7;913;1;2;1
20250623;06;2025;8239659;1;1;1;10;08;1;1476.688486;08;1;1;1;36;6;1989;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;11;5;11;2;1;1
20250623;06;2025;8239659;1;2;1;10;08;1;1476.688486;08;1;2;2;43;4;1982;2;1;5;2;;2;2;2;6;;;2;1;1;1;1;1;56900;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20250623;06;2025;8239659;1;3;1;10;08;1;1476.688486;08;1;2;2;15;3;2010;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;5;0;;1;;;;
20250623;06;2025;8239659;1;4;1;10;08;1;1476.688486;08;1;2;1;8;9;2016;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;2;;;;;;
20250623;06;2025;8239659;1;5;1;10;08;1;1476.688486;08;1;5;2;63;9;1961;5;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250623;06;2025;8239660;1;1;1;10;08;1;1431.7789452;08;1;1;2;78;10;1946;1;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;2;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250623;06;2025;8239661;1;1;1;10;08;1;1446.1592933;08;1;1;2;42;7;1982;1;2;;3;;2;2;2;6;;;6;;;1;1;1;114000;4;4;4;4;4;4;4;4;1;2;;8;4;416;5;416;1;2;1
20250623;06;2025;8239661;1;2;1;10;08;1;1446.1592933;08;1;2;2;22;8;2002;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;9;319;2;;1;2;1
20250623;06;2025;8239663;1;1;1;10;08;1;2683.5235055;08;1;1;1;36;5;1989;1;2;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;4;1;1
20250623;06;2025;8239664;1;1;1;10;08;1;1546.4096226;08;1;1;2;43;12;1981;1;2;;2;;2;2;2;6;;;3;1;2;1;2;5;;4;4;4;4;4;4;4;4;1;2;;10;10;511;7;511;1;2;1
20250623;06;2025;8239664;1;2;1;10;08;1;1546.4096226;08;1;2;1;44;12;1980;2;1;5;3;;2;2;2;6;;;3;1;1;1;2;2;310000;4;4;4;4;4;4;4;4;1;2;;9;6;1014;6;1014;2;1;1
20250623;06;2025;8239664;1;3;1;10;08;1;1546.4096226;08;1;1;1;17;7;2007;3;1;1;1;2;2;2;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;9;0;414;2;;;;
20250623;06;2025;8239664;1;4;1;10;08;1;1546.4096226;08;1;1;1;6;8;2018;3;1;1;1;2;2;2;2;6;;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250623;06;2025;8239664;1;5;1;10;08;1;1546.4096226;08;1;5;2;64;6;1961;5;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;415;5;415;1;2;1
20250623;06;2025;8239665;1;1;1;10;08;1;2141.113686;08;1;1;1;68;3;1957;1;3;;3;;2;2;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250623;06;2025;8239665;1;2;1;10;08;1;2141.113686;08;1;2;2;68;10;1956;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
