PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20250626;06;2025;8238974;1;1;1;10;;2;67.484133382;08;1;1;2;66;9;1958;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238974;1;2;1;10;;2;67.484133382;08;1;2;1;32;6;1993;3;1;1;2;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1
20250626;06;2025;8238975;1;1;1;10;;2;54.337977713;08;1;1;1;76;1;1949;1;3;;3;;1;;1;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250626;06;2025;8238975;1;2;1;10;;2;54.337977713;08;1;2;1;49;11;1975;9;3;;3;;1;;1;6;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8238975;1;3;1;10;;2;54.337977713;08;1;3;2;52;10;1972;13;2;;2;;1;;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20250626;06;2025;8238976;1;1;1;10;;2;58.103780292;08;1;1;1;68;12;1956;1;3;;3;;1;;1;6;;;5;;;1;3;;;2;4;3;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8238977;1;1;1;10;;2;58.103780292;08;1;1;1;63;3;1962;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238978;1;1;1;10;;2;46.600283709;08;1;1;1;72;8;1952;1;3;;3;;1;;1;6;;;2;1;2;1;3;;;4;4;3;2;2;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8238978;1;2;1;10;;2;46.600283709;08;1;2;2;34;;;2;2;;2;;1;;1;6;;;2;1;1;1;3;;;4;4;4;4;4;3;4;2;2;2;;1;0;;;;1;2;1
20250626;06;2025;8238979;1;1;1;10;;2;58.103780292;08;1;1;1;58;12;1966;1;3;;3;;1;;1;6;;;2;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250626;06;2025;8238980;1;1;1;10;;2;94.86443418;08;1;1;1;23;3;2002;1;2;;2;;1;;1;6;;;2;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250626;06;2025;8238980;1;2;1;10;;2;94.86443418;08;1;2;2;24;9;2000;2;2;;2;;1;;1;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250626;06;2025;8238980;1;3;1;10;;2;94.86443418;08;1;2;2;7;7;2017;3;1;2;1;1;1;;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250626;06;2025;8238980;1;4;1;10;;2;94.86443418;08;1;2;2;5;3;2020;3;1;2;1;1;1;;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250626;06;2025;8238980;1;5;1;10;;2;94.86443418;08;1;2;1;3;1;2022;3;1;2;1;1;1;;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20250626;06;2025;8238980;1;6;1;10;;2;94.86443418;08;1;2;1;1;12;2023;3;1;2;1;1;1;;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250626;06;2025;8238981;1;1;1;10;;2;37.714778906;08;1;1;1;71;5;1954;1;3;;3;;1;;1;6;;;3;1;2;1;3;;;4;4;3;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250626;06;2025;8238981;1;2;1;10;;2;37.714778906;08;1;2;2;67;1;1958;2;3;;2;;2;2;1;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238981;1;3;1;10;;2;37.714778906;08;1;3;1;72;11;1952;9;2;;3;;1;;1;6;;;4;;;1;3;;;2;3;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250626;06;2025;8238982;1;1;1;10;;2;58.103780292;08;1;1;1;55;3;1970;1;2;;3;;1;;1;6;;;2;2;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238983;1;1;1;10;;2;68.734184551;08;1;1;1;55;3;1970;1;2;;3;;1;;1;6;;;2;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238983;1;2;1;10;;2;68.734184551;08;1;2;2;40;4;1985;2;2;;3;;1;;1;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238983;1;3;1;10;;2;68.734184551;08;1;3;1;19;11;2005;3;1;2;2;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20250626;06;2025;8238984;1;1;1;10;;1;2162.2546793;08;1;1;2;48;4;1977;1;2;;3;;1;;1;5;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20250626;06;2025;8238984;1;2;1;10;;1;2162.2546793;08;1;2;1;40;8;1984;2;2;;3;;1;;1;5;;;2;1;1;2;;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8238985;1;1;1;10;;1;2387.8240314;08;1;1;1;40;10;1984;1;2;;3;;1;;1;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250626;06;2025;8238986;1;1;1;10;;1;1721.3170321;08;1;1;2;31;9;1993;1;2;;2;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20250626;06;2025;8238986;1;2;1;10;;1;1721.3170321;08;1;2;1;13;8;2011;3;1;1;2;;1;;1;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;;;
20250626;06;2025;8238986;1;3;1;10;;1;1721.3170321;08;1;3;1;10;3;2015;3;1;1;2;;1;;1;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250626;06;2025;8238986;1;4;1;10;;1;1721.3170321;08;1;4;1;10;3;2015;3;1;1;2;;1;;1;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250626;06;2025;8238986;1;5;1;10;;1;1721.3170321;08;1;1;2;6;3;2019;3;1;1;2;;1;;1;5;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20250626;06;2025;8238987;1;1;1;10;;1;465.55320078;70;1;1;1;61;12;1963;1;3;;2;;2;2;2;6;;;2;1;2;1;3;;;3;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250626;06;2025;8238987;1;2;1;10;;1;465.55320078;70;1;2;2;56;9;1968;2;2;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;3;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250626;06;2025;8238988;1;1;1;10;;1;1214.4908137;70;1;1;1;28;1;1997;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238988;1;2;1;10;;1;1214.4908137;70;1;2;2;23;12;2001;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238988;1;3;1;10;;1;1214.4908137;70;1;2;1;5;8;2019;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250626;06;2025;8238989;1;1;1;10;;1;465.55320078;70;1;1;1;66;6;1959;1;3;;3;;1;;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250626;06;2025;8238989;1;2;1;10;;1;465.55320078;70;1;2;2;65;1;1960;2;3;;3;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238990;1;1;1;10;;1;705.35260476;70;1;1;1;59;3;1966;1;3;;3;;1;;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20250626;06;2025;8238990;1;2;1;10;;1;705.35260476;70;1;2;2;58;2;1967;2;3;;2;;1;;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250626;06;2025;8238991;1;1;1;10;;1;778.96716365;70;1;1;1;71;7;1953;1;3;;3;;1;;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8238991;1;2;1;10;;1;778.96716365;70;1;2;2;54;6;1970;2;2;;3;;1;;1;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20250626;06;2025;8238992;1;1;1;10;;1;850.7964893;70;1;1;1;58;10;1966;1;2;;3;;1;;2;6;;;3;1;2;1;3;;;3;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250626;06;2025;8238992;1;2;1;10;;1;850.7964893;70;1;2;2;57;10;1967;2;2;;2;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238992;1;3;1;10;;1;850.7964893;70;1;3;1;38;12;1986;3;1;2;1;1;1;;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238992;1;4;1;10;;1;850.7964893;70;1;4;2;25;7;1999;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;1022;6;1022;1;2;1
20250626;06;2025;8238993;1;1;1;10;;1;990.24504904;70;1;1;2;69;12;1955;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250626;06;2025;8238993;1;2;1;10;;1;990.24504904;70;1;2;1;21;7;2003;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238993;1;3;1;10;;1;990.24504904;70;1;3;1;31;6;1993;3;1;1;2;;1;;1;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238993;1;4;1;10;;1;990.24504904;70;1;4;2;47;1;1978;7;3;;3;;1;;1;6;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238994;1;1;1;10;;1;1133.9661728;70;1;1;1;45;10;1979;1;2;;2;;1;;1;6;;;3;1;2;1;3;;;3;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238994;1;2;1;10;;1;1133.9661728;70;1;1;2;47;4;1978;2;3;;3;;1;;1;6;;;3;1;1;1;3;;;4;4;2;4;3;2;3;2;1;2;;3;2;;;;1;2;1
20250626;06;2025;8238994;1;3;1;10;;1;1133.9661728;70;1;3;1;17;10;2007;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;3;3;4;3;2;3;2;1;2;;5;2;;2;;;;
20250626;06;2025;8238994;1;4;1;10;;1;1133.9661728;70;1;4;1;11;7;2013;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250626;06;2025;8238995;1;1;1;10;;1;867.58380236;70;1;1;2;35;12;1989;1;2;;3;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238995;1;2;1;10;;1;867.58380236;70;1;2;1;17;12;2007;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;;;
20250626;06;2025;8238995;1;3;1;10;;1;867.58380236;70;1;3;1;10;10;2014;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250626;06;2025;8238996;1;1;1;10;;1;1280.2263265;70;1;1;1;42;8;1982;1;3;;2;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8238997;1;1;1;10;;1;1326.8546836;70;1;1;2;26;7;1998;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;2;1
20250626;06;2025;8238997;1;2;1;10;;1;1326.8546836;70;1;2;2;9;6;2015;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250626;06;2025;8238997;1;3;1;10;;1;1326.8546836;70;1;3;1;36;4;1989;6;2;;3;;2;2;2;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250626;06;2025;8238997;1;4;1;10;;1;1326.8546836;70;1;4;2;18;1;2007;13;2;;2;;2;2;2;6;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;2;1
20250626;06;2025;8238998;1;1;1;10;;1;1169.8945021;70;1;1;1;29;11;1995;1;1;3;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8238998;1;2;1;10;;1;1169.8945021;70;1;2;2;20;5;2005;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238998;1;3;1;10;;1;1169.8945021;70;1;3;2;50;1;1975;4;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8238998;1;4;1;10;;1;1169.8945021;70;1;4;1;23;11;2001;6;1;3;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1
20250626;06;2025;8238999;1;1;1;10;;1;745.04100876;70;1;1;2;36;9;1988;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;3;4;2;3;4;4;4;1;2;;10;10;613;7;613;1;2;1
20250626;06;2025;8238999;1;2;1;10;;1;745.04100876;70;1;1;1;7;8;2017;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250626;06;2025;8238999;1;3;1;10;;1;745.04100876;70;1;1;2;2;6;2023;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250626;06;2025;8238999;1;4;1;10;;1;745.04100876;70;1;4;1;68;9;1956;13;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8239000;1;1;1;10;;1;1234.9023695;70;1;1;2;36;9;1988;1;2;;2;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239000;1;2;1;10;;1;1234.9023695;70;1;2;1;36;4;1989;2;3;;2;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20250626;06;2025;8239000;1;3;1;10;;1;1234.9023695;70;1;3;2;15;9;2009;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20250626;06;2025;8239000;1;4;1;10;;1;1234.9023695;70;1;1;2;9;4;2016;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250626;06;2025;8239000;1;5;1;10;;1;1234.9023695;70;1;1;2;0;11;2024;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250626;06;2025;8239001;1;1;1;10;;1;1144.6308769;70;1;1;2;43;5;1982;1;2;;2;;1;;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1
20250626;06;2025;8239001;1;2;1;10;;1;1144.6308769;70;1;2;1;52;10;1972;2;2;;3;;1;;1;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20250626;06;2025;8239001;1;3;1;10;;1;1144.6308769;70;1;3;2;15;8;2009;3;1;1;1;2;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250626;06;2025;8239001;1;4;1;10;;1;1144.6308769;70;1;1;2;7;4;2018;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250626;06;2025;8239001;1;5;1;10;;1;1144.6308769;70;1;5;2;25;4;2000;3;1;1;1;2;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239001;1;6;1;10;;1;1144.6308769;70;1;5;2;4;12;2020;8;1;5;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250626;06;2025;8239001;1;7;1;10;;1;1144.6308769;70;1;7;1;20;2;2005;3;1;1;1;2;2;2;1;6;;;1;1;8;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8239001;1;8;1;10;;1;1144.6308769;70;1;8;2;16;12;2008;7;2;;2;;2;2;2;6;;;1;1;7;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;;;
20250626;06;2025;8239002;1;1;1;10;;1;726.61683129;70;1;1;2;38;6;1986;1;2;;2;;2;2;2;5;;;4;;;1;2;5;;4;4;3;4;4;4;4;4;1;1;2;10;9;916;2;;1;2;1
20250626;06;2025;8239002;1;2;1;10;;1;726.61683129;70;1;2;1;15;6;2010;3;1;1;2;;2;2;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250626;06;2025;8239002;1;3;1;10;;1;726.61683129;70;1;1;2;6;11;2018;3;1;1;2;;2;2;2;6;;;;;;1;2;5;;4;4;4;4;4;4;4;4;2;1;2;3;0;;;;;;
20250626;06;2025;8239003;1;1;1;10;;1;795.05588882;70;1;1;1;60;2;1965;1;3;;3;;1;;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250626;06;2025;8239003;1;2;1;10;;1;795.05588882;70;1;2;2;68;3;1957;2;3;;3;;1;;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250626;06;2025;8239003;1;3;1;10;;1;795.05588882;70;1;3;1;53;11;1971;13;3;;3;;1;;2;6;;;6;;;1;3;;;4;4;4;2;4;3;4;4;1;2;;3;5;;;;2;1;1
20250626;06;2025;8239004;1;1;1;10;;1;1029.1470051;70;1;1;2;42;4;1983;1;2;;2;;1;;1;5;;;2;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1
20250626;06;2025;8239004;1;2;1;10;;1;1029.1470051;70;1;2;2;11;10;2013;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250626;06;2025;8239004;1;3;1;10;;1;1029.1470051;70;1;3;2;8;10;2016;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250626;06;2025;8239005;1;1;1;10;;1;634.57673264;70;1;1;2;53;10;1971;1;3;;3;;2;2;2;5;;;3;1;2;1;2;1;168000;4;4;3;4;4;4;4;4;1;2;;10;10;112;7;112;1;2;1
20250626;06;2025;8239005;1;2;1;10;;1;634.57673264;70;1;2;1;65;9;1959;2;2;;2;;2;2;2;5;;;3;1;1;1;2;5;;4;4;2;3;4;4;4;4;1;2;;4;2;;;;2;1;1
20250626;06;2025;8239005;1;3;1;10;;1;634.57673264;70;1;3;2;14;1;2011;3;1;1;1;2;2;2;2;5;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250626;06;2025;8239006;1;1;1;10;;1;1047.4579035;70;1;1;1;50;3;1975;1;3;;3;;2;2;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8239007;1;1;1;10;;1;631.60935069;70;1;1;2;51;1;1974;1;2;;3;;1;;2;1;800_02;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20250626;06;2025;8239007;1;2;1;10;;1;631.60935069;70;1;2;2;25;6;2000;3;1;1;2;;1;;2;6;;;6;;;1;3;;;4;4;3;4;4;4;4;3;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239008;1;1;1;10;;1;879.85301305;70;1;1;2;36;12;1988;1;2;;2;;1;;1;6;;;2;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20250626;06;2025;8239008;1;2;1;10;;1;879.85301305;70;1;1;2;4;11;2020;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20250626;06;2025;8239009;1;1;1;10;;1;993.67430212;70;1;1;2;20;3;2005;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239009;1;2;1;10;;1;993.67430212;70;1;2;1;31;5;1994;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20250626;06;2025;8239009;1;3;1;10;;1;993.67430212;70;1;1;1;2;1;2023;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250626;06;2025;8239010;1;1;1;10;;1;670.32892735;70;1;1;2;62;9;1962;1;3;;3;;1;;1;1;800_02;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250626;06;2025;8239011;1;1;1;10;;1;709.77932337;70;1;1;2;31;9;1993;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239011;1;2;1;10;;1;709.77932337;70;1;1;2;5;11;2019;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;;;
20250626;06;2025;8239012;1;1;1;10;;1;886.20075147;70;1;1;2;40;2;1985;1;3;;2;;1;;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239012;1;2;1;10;;1;886.20075147;70;1;2;1;42;11;1982;2;2;;2;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8239012;1;3;1;10;;1;886.20075147;70;1;3;1;18;10;2006;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;1;1022;2;;2;1;1
20250626;06;2025;8239012;1;4;1;10;;1;886.20075147;70;1;4;1;13;3;2012;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250626;06;2025;8239012;1;5;1;10;;1;886.20075147;70;1;1;1;10;6;2014;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;2;3;2;4;4;2;4;4;2;1;1;3;1;;;;;;
20250626;06;2025;8239013;1;1;1;10;;1;553.90634509;70;1;1;1;38;3;1987;1;2;;2;;1;;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1
20250626;06;2025;8239013;1;2;1;10;;1;553.90634509;70;1;2;2;38;5;1987;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20250626;06;2025;8239013;1;3;1;10;;1;553.90634509;70;1;3;2;17;6;2008;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250626;06;2025;8239014;1;1;1;10;;1;737.16916951;70;1;1;2;68;4;1957;1;3;;3;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20250626;06;2025;8239014;1;2;1;10;;1;737.16916951;70;1;2;1;43;5;1982;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8239014;1;3;1;10;;1;737.16916951;70;1;3;1;40;11;1984;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;3;1
20250626;06;2025;8239014;1;4;1;10;;1;737.16916951;70;1;4;2;38;9;1986;3;1;1;2;;2;2;2;6;;;2;1;5;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250626;06;2025;8239014;1;5;1;10;;1;737.16916951;70;1;5;1;40;6;1985;7;2;;2;;2;2;2;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250626;06;2025;8239014;1;6;1;10;;1;737.16916951;70;1;6;1;17;3;2008;8;1;4;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250626;06;2025;8239015;1;1;1;10;;1;536.51626866;70;1;1;1;30;12;1994;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250626;06;2025;8239015;1;2;1;10;;1;536.51626866;70;1;2;2;27;1;1998;2;2;;2;;1;;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;2;1
20250626;06;2025;8239015;1;3;1;10;;1;536.51626866;70;1;1;1;7;3;2018;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250626;06;2025;8239016;1;1;1;10;;1;661.78708263;70;1;1;2;27;5;1998;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;411;5;411;1;2;1
20250626;06;2025;8239016;1;2;1;10;;1;661.78708263;70;1;2;1;31;5;1994;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;10;10;112;7;112;2;1;1
20250626;06;2025;8239016;1;3;1;10;;1;661.78708263;70;1;1;2;1;1;2024;3;1;1;1;2;1;;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250626;06;2025;8239016;1;4;1;10;;1;661.78708263;70;1;4;1;20;6;2005;6;3;;3;;1;;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
