PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20250625;06;2025;8253011;1;1;1;60;54;1;416.21599792;54;1;4711;2;;;;;;;;;;;;244;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;4200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1100000;1;;3;;1;2;12;60;;;60;;;1;1;;2;;2;;;;2;2;1;12;120;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;14;;;3;;1;1100000;47;4711;1420
20250625;06;2025;8253012;1;1;1;60;54;1;383.80902327;54;1;4772;2;;;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;4;4;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;900000;1;;1;;10;2;12;40;;;40;;;1;7;;2;;2;;;;2;2;1;24;150;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;24;3;;1;900000;47;4772;5223
20250625;06;2025;8253013;1;2;1;60;54;1;599.54249759;54;1;4665;1;2;2;6;1;;1;;1;2;1;1;0;1;;1;1;2;1;1;2;1650000;2;;2;;;1;360000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;1;;2;;;;1;1;1;0;48;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;6;8;;1;2010000;46;4665;5223
20250625;06;2025;8253013;1;3;1;60;54;1;599.54249759;54;1;4111;2;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;4;4;4;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;1;;3;1;10;50;;;50;;;3;2;;2;;2;;;;2;2;1;0;4;4;;1;;2;;;;;;;;2;;;;1;1;1;2;1;2;1;1;1;2;;1;1;1;2;1;2;1;1;1;;70;8;;1;1200000;41;4111;7112
20250625;06;2025;8253014;1;1;1;60;54;1;505.0349987;54;1;4923;2;;;;;;;;;;;;156;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;4;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1800000;1;;1;;10;2;12;60;;;60;;;1;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;10;2;1;2;;;;;;;;;;;;;1;1;1;2;2;1;8;;10;5;;1;1800000;49;4923;8332
20250625;06;2025;8253015;1;3;1;60;54;1;441.57143059;54;1;6820;1;2;1;;2;2;2;8010;1;2;1;1;1;1;;1;1;2;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;84;;;84;;;10;7;;1;;1;1;1;1;1;1;1;3;6;1;;1;;2;;;;;;;;2;;;;1;1;1;1;2;2;1;2;2;2;;2;1;1;2;1;2;1;1;11;;30;10;DOMICILIARIO;1;1423500;68;6820;5414
20250625;06;2025;8253016;1;1;1;60;54;1;395.79895818;54;1;4773;1;2;1;;1;;1;;1;2;1;1;156;1;;1;1;2;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;650000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;54;;;54;;;4;7;;1;;1;2;1;30;1;1;1;0;96;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;;15;1;;1;1423500;47;4773;5223
20250625;06;2025;8253017;1;2;1;60;54;1;492.64708078;54;1;8412;1;2;2;4;1;;2;;2;2;2;2;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;2000000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;9;9;;;;;;2000000;1;;3;;5;2;8;10;1;;30;;;10;7;;1;;1;2;2;25;1;2;1;4;4;4;;1;;2;;;;;;;;1;30;2;1;1;2;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;2;1;2;;60;9;;1;2000000;84;8412;2354
20250625;06;2025;8253017;1;3;1;60;54;1;492.64708078;54;1;9007;1;1;;;1;;2;;2;2;2;2;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;3;;1;1;12;15;1;;30;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;2;1;2;;20;3;;1;800000;90;9007;2652
20250625;06;2025;8253018;1;1;1;60;54;1;564.2703609;54;1;4329;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;4;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;1;2;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;2;96;5;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;;20;5;;1;1500000;43;4329;7122
20250625;06;2025;8253018;1;2;1;60;54;1;564.2703609;54;1;4791;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;3;;1;2;12;36;2;;36;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;2;1;14;;;3;;1;800000;47;4791;5244
20250625;06;2025;8253019;1;1;1;60;54;1;498.9254001;54;1;8551;1;1;;;1;;2;;2;2;2;2;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;3;3;3;6;;;1100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1100000;1;;3;;4;2;12;20;2;;20;;;1;7;;2;;2;;;;2;2;1;0;120;4;;9;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;11;;10;9;;1;1100000;85;8551;2310
20250625;06;2025;8253019;1;2;1;60;54;1;498.9254001;54;1;7310;1;1;;;1;;2;;2;2;2;2;24;1;;1;1;9;9;1;2;1000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;4;7;;11;;2;;;;2;2;1;0;36;1;;2;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;2;2;2;1;2;1;1;11;;20;3;;1;1000000;73;7310;7131
20250625;06;2025;8253019;1;5;1;60;54;1;498.9254001;54;1;3110;1;1;;;1;;2;;2;2;2;2;36;1;;1;1;2;9;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;7;;2;;2;;;;2;2;1;0;120;4;;2;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;1;2;1;1;11;;20;9;;1;1423500;31;3110;7522
20250625;06;2025;8253020;1;1;1;60;54;1;1085.9459653;54;1;4111;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;4;4;4;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;1;1;12;45;;;45;;;1;9;;2;;2;;;;2;2;1;6;24;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;;60;8;;1;1500000;41;4111;9313
20250625;06;2025;8253021;1;2;1;60;54;1;356.87957886;54;1;1081;2;;;;;;;;;;;;24;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;0;0;3;1;1;1;7;;;;;;;;;;;1;8500000;1;3300000;3000000;0;1500000;0;;;;;;;;;;;;;;;;;;1;1;2025;2;;700000;1;;3;;3;2;12;65;;;65;;;2;7;;1;;1;1;2;6;1;2;1;6;72;1;;7;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;1;1;3;;2;5;;1;700000;10;1081;1321
20250625;06;2025;8253023;1;1;1;60;54;1;1097.6380007;54;1;9512;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2000000;1;;3;;1;2;12;60;;;60;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;5;;25;10;BUSCAR OTRO EMPLEO;1;2000000;95;9512;7422
20250625;06;2025;8253025;1;1;1;60;54;1;417.99400284;54;1;8423;1;2;2;12;1;;1;;1;1;1;1;86;1;;1;1;1;1;1;2;2800000;2;;1;2000000;2;2;;2;;2;;2;;2;;;2;;;1;165000;2;2;;;2;;;2;;;1;1400000;1;2800000;1;1400000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;56;;;9;7;;1;;1;2;1;20;1;1;1;1;36;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;2;;1;2800000;84;8423;5411
20250625;06;2025;8253025;1;2;1;60;54;1;417.99400284;54;1;1081;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;;3;;4;2;12;60;;;10;6;;1;1;;3;;2;;;;2;2;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;;3;;1;400000;10;1081;7512
20250625;06;2025;8253026;1;1;1;60;54;1;187.54068691;54;1;5619;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;3;;5;2;12;40;;;40;;;1;6;;1;;3;;;;2;2;1;0;132;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;40;2;;1;1000000;56;5619;9411
20250625;06;2025;8253027;1;1;1;60;54;1;502.42031434;54;1;9700;1;1;;;1;;1;;2;2;2;2;12;3;;2;2;2;2;1;2;1520000;2;;2;;;1;240000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;54;;;54;;;1;2;;2;;2;;;;2;2;1;2;36;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;;40;5;;1;1760000;97;9700;9111
20250625;06;2025;8253029;1;1;1;60;54;1;283.4282018;54;1;9529;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;4;1;6;;;250000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;250000;1;;1;;5;2;12;20;2;;10;6;;1;1;;2;;2;;;;2;2;1;0;360;4;;11;;2;;;;;;;;1;24;2;1;2;;;;;;;;;;;;;1;2;2;2;2;1;14;;;8;;1;250000;95;9529;7531
20250625;06;2025;8253030;1;1;1;60;54;1;343.29195275;54;1;7911;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;10800000;1;3000000;4000000;900000;400000;0;;;;;;;;;;;;;;;;;;1;1;2025;1;1;2500000;1;;3;;3;1;12;65;;;65;;;1;7;;2;;2;;;;2;2;1;3;30;1;;3;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;2;1;1;2;1;2;2;2;11;;15;3;;1;2500000;79;7911;1420
20250625;06;2025;8253030;1;2;1;60;54;1;343.29195275;54;1;8422;1;2;1;;1;;1;;1;1;1;1;228;2;;9;9;1;1;5;2;4000000;2;;2;;;1;500000;2;;2;;2;;2;;;2;;;2;;;2;;;1;380000;1;2;;;1;1800000;1;3600000;1;1800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;84;;;84;;;10;7;;1;;1;3;1;19;1;1;1;0;24;2;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;13;;20;1;;1;4500000;84;8422;0310
20250625;06;2025;8253031;1;1;1;60;54;1;340.01617388;54;1;1410;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;4;4;4;3;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1200000;1;;3;;1;1;9;58;;;58;;;6;7;;2;;2;;;;2;2;1;0;12;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;2;2;;40;2;;1;1200000;14;1410;8153
20250625;06;2025;8253032;1;1;1;60;54;1;388.05124466;54;1;4921;2;;;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;3;;10;2;12;66;;;66;;;1;4;;2;;2;;;;2;2;1;0;120;4;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;9;;1;1000000;49;4921;8324
20250625;06;2025;8253034;1;1;1;60;54;1;591.06412899;54;1;1522;2;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;1;4;4;3;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;500000;1;;3;;10;1;10;65;;;65;;;2;2;;2;;2;;;;2;2;1;2;6;4;;1;;2;;;;;;;;2;;;;1;2;1;1;1;2;2;1;2;2;;1;1;1;2;1;2;2;2;2;;35;9;;1;500000;15;1522;9329
20250625;06;2025;8253034;1;2;1;60;54;1;591.06412899;54;1;1522;2;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;4;4;3;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;3;;10;2;10;65;;;65;;;1;2;;7;;2;;;;2;2;1;2;6;4;;1;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;2;2;;2;1;1;2;1;2;2;2;2;;35;8;;1;1000000;15;1522;7536
20250625;06;2025;8253034;1;3;1;60;54;1;591.06412899;54;1;1522;2;;;;;;;;;;;;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;65;;;65;;;2;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;1;1;2;1;1;2;2;;2;1;2;2;2;2;2;1;2;;35;3;;1;;15;1522;9329
20250625;06;2025;8253035;1;2;1;60;54;1;484.27377094;54;1;4729;1;1;;;1;;1;;2;2;2;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;960000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;960000;1;;3;;1;1;12;54;;;54;;;5;7;;2;;2;;;;2;2;1;0;5;8;REPARTIR DOMICILIOS A PARTICULARES EN CHILE;13;CAMBIO PAIS DE RESIDENCIA;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;15;8;;1;960000;47;4729;5223
20250625;06;2025;8253035;1;3;1;60;54;1;484.27377094;54;1;9311;1;2;2;6;1;;1;;2;2;2;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;1;3;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;3;;4;1;12;50;;;50;;;2;7;;2;;2;;;;2;2;1;3;6;1;;3;;1;10;3422;9311;4;300000;1;7;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;10;3;;1;1500000;93;9311;3422
20250625;06;2025;8253035;1;4;1;60;54;1;484.27377094;54;1;5611;1;1;;;1;;2;;2;2;2;2;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;720000;1;2;;1;240000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;720000;1;;3;;1;1;12;36;2;;36;;;3;7;;2;;2;;;;2;2;1;0;4;4;;3;;2;;;;;;;;1;27;1;1;1;1;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;1;2;;60;8;;1;720000;56;5611;9412
20250625;06;2025;8253036;1;1;1;60;54;1;532.47373893;54;1;312;2;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;1;;4;2;12;45;;;45;;;1;8;;2;;2;;;;2;2;1;0;36;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;90;5;;1;1200000;03;0312;6222
20250625;06;2025;8253038;1;1;1;60;54;1;471.22709494;54;1;5619;2;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;4;4;6;;;240000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;240000;1;;1;;1;1;10;8;1;;8;;;1;7;;3;;2;;;;2;2;1;2;16;4;;1;;2;;;;;;;;1;40;2;1;1;1;1;2;1;2;1;1;2;2;;2;1;2;2;2;2;2;1;3;;20;8;;1;240000;56;5619;5132
20250625;06;2025;8253039;1;2;1;60;54;1;351.2959457;54;1;4752;1;2;2;12;1;;1;;1;2;1;1;372;1;;1;1;2;1;1;2;1423500;2;;1;50000;2;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;1;300000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;1;;1;2;1;31;1;1;1;0;12;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;25;5;;1;1423500;47;4752;5223
20250625;06;2025;8253040;1;1;1;60;54;1;606.33006978;54;1;9602;2;;;;;;;;;;;;70;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;4;4;4;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1400000;1;;3;;3;2;12;72;;;72;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;2;3;;5;5;;1;1400000;96;9602;5141
20250625;06;2025;8253041;1;1;1;60;54;1;462.53734533;54;1;4520;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1800000;1;;3;;3;2;12;48;;;48;;;1;6;;10;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;;25;9;;1;1800000;45;4520;7231
20250625;06;2025;8253042;1;1;1;60;54;1;2355.1880469;54;1;6110;1;2;2;3;1;;1;;1;2;1;1;2;1;;1;1;2;1;1;2;1850000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;1;48000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;40;7;POR CUMPLIMIENTO DE METAS DIA DE LICENCIA;10;5;;1;;1;2;1;3;1;1;1;0;24;1;;7;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;3;;1;1850000;61;6110;3322
20250625;06;2025;8253042;2;2;2;60;54;1;2355.1880469;54;1;6820;1;2;1;;2;2;1;8010;1;2;1;1;17;1;;1;1;2;1;1;2;1624000;1;14000;2;;;2;;2;;2;;2;;2;;;1;214000;1;2;;;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;7;;1;;1;2;1;2;1;1;1;3;8;1;;3;;2;;;;;;;;2;;;;1;1;1;1;2;1;1;2;2;2;;2;1;1;1;2;2;1;2;11;;15;6;;1;1624000;68;6820;5414
20250625;06;2025;8253042;3;1;3;60;54;1;2355.1880469;54;1;6110;1;2;2;3;1;;1;;1;2;1;1;2;1;;1;1;2;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;48;;;48;;;10;5;;1;;1;2;1;2;1;1;1;3;12;1;;7;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;5;3;;1;1423500;61;6110;3322
20250625;06;2025;8253043;1;1;1;60;54;1;574.43610899;54;1;8610;1;2;2;6;2;1;1;7810;1;2;1;1;4;1;;1;1;2;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;9;7;;1;;1;1;1;1;1;1;1;0;7;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;2;;1;1423500;86;8610;4311
20250623;06;2025;8253044;1;1;1;60;63;1;164.06844149;63;1;3600;1;2;2;3;2;1;1;7810;1;2;1;2;72;1;;1;1;1;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;16;1;1;1;1;12;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;20;3;;1;1423500;36;3600;9112
20250623;06;2025;8253044;1;2;1;60;63;1;164.06844149;63;1;8530;1;2;1;;2;4;1;8413;1;1;1;1;216;2;;1;1;1;1;5;1;6000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;6000000;1;3000000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;3;1;20;1;1;1;0;12;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;8;;10;1;;1;6000000;85;8530;2330
