PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20250626;06;2025;8238975;1;2;1;70;;2;54.337977713;08;1;;;;;;;;;1;;24;3;4;4;1;2;2;;2;;.;6112;01;0123
20250626;06;2025;8238978;1;1;1;70;;2;46.600283709;08;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;9211;01;0161
20250626;06;2025;8238980;1;2;1;70;;2;94.86443418;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238981;1;2;1;70;;2;37.714778906;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238983;1;2;1;70;;2;68.734184551;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238984;1;1;1;70;;1;2162.2546793;08;1;;;;;;;;;1;;12;0;8;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8238987;1;2;1;70;;1;465.55320078;70;1;;;;;;;;;1;;360;0;3;3;1;2;2;;2;;.;5311;97;9700
20250626;06;2025;8238991;1;2;1;70;;1;778.96716365;70;1;;;;;;;;;1;;48;0;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8238992;1;2;1;70;;1;850.7964893;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238992;1;4;1;70;;1;850.7964893;70;;1;20;1;;;;48;1423500;1;;24;0;8;1;6;2;2;;2;;3257;3257;88;8899
20250626;06;2025;8238994;1;2;1;70;;1;1133.9661728;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238994;1;3;1;70;;1;1133.9661728;70;;1;1;1;;;;40;1000000;2;;;;;;;;2;;2;;5141;;;
20250626;06;2025;8238995;1;1;1;70;;1;867.58380236;70;;1;16;1;;;;48;800000;1;;5;0;8;1;2;2;2;;2;;5223;5223;47;4771
20250626;06;2025;8238997;1;1;1;70;;1;1326.8546836;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238997;1;4;1;70;;1;1326.8546836;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8238998;1;2;1;70;;1;1169.8945021;70;1;;;;;;;;;1;;5;0;2;4;1;2;2;;2;;.;2359;85;8559
20250626;06;2025;8238998;1;3;1;70;;1;1169.8945021;70;1;;;;;;;;;1;;108;0;8;1;10;2;2;;2;;.;5120;56;5629
20250626;06;2025;8238999;1;1;1;70;;1;745.04100876;70;;1;6;1;;;;40;3000000;1;;60;0;8;2;10;2;2;;2;;2511;2330;85;8530
20250626;06;2025;8239000;1;3;1;70;;1;1234.9023695;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239001;1;1;1;70;;1;1144.6308769;70;1;;;;;;;;;1;;120;0;4;3;2;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239001;1;3;1;70;;1;1144.6308769;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239001;1;8;1;70;;1;1144.6308769;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239002;1;1;1;70;;1;726.61683129;70;1;;;;;2;5;;1423500;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239002;1;2;1;70;;1;726.61683129;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239003;1;3;1;70;;1;795.05588882;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239005;1;2;1;70;;1;634.57673264;70;1;;;;;;;;;1;;48;0;4;4;1;2;2;;2;;.;8332;49;4923
20250626;06;2025;8239006;1;1;1;70;;1;1047.4579035;70;1;;;;;1;;40;1000000;1;;5;0;8;4;1;2;2;;2;;.;3432;82;8230
20250626;06;2025;8239007;1;2;1;70;;1;631.60935069;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239009;1;1;1;70;;1;993.67430212;70;1;;;;;;;;;1;;24;0;8;1;3;2;2;;2;;.;5131;56;5613
20250626;06;2025;8239012;1;1;1;70;;1;886.20075147;70;1;;;;;1;;50;1423500;1;;6;0;3;4;2;2;2;;2;;.;9411;56;5619
20250626;06;2025;8239012;1;3;1;70;;1;886.20075147;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239013;1;2;1;70;;1;553.90634509;70;1;;;;;2;5;;1000000;1;;24;0;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239013;1;3;1;70;;1;553.90634509;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239014;1;1;1;70;;1;737.16916951;70;1;;;;;;;;;1;;24;0;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239014;1;4;1;70;;1;737.16916951;70;1;;;;;;;;;1;;12;0;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239014;1;6;1;70;;1;737.16916951;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239015;1;2;1;70;;1;536.51626866;70;1;;;;;1;;40;900000;1;;17;0;3;4;1;2;2;;2;;.;2359;85;8559
20250626;06;2025;8239016;1;1;1;70;;1;661.78708263;70;1;;;;;;;;;1;;24;0;3;1;5;2;2;;2;;.;5223;47;4711
20250626;06;2025;8239017;1;3;1;70;;1;529.3026129;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239018;1;2;1;70;;1;624.83584462;70;1;;;;;;;;;1;;24;0;4;1;4;2;2;;2;;.;5242;47;4711
20250626;06;2025;8239019;1;2;1;70;;1;368.55048526;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239020;1;2;1;70;;1;661.78708263;70;1;;;;;;;;;1;;48;0;6;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239021;1;2;1;70;;1;583.6891186;70;1;;;;;2;5;;800000;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239021;1;3;1;70;;1;583.6891186;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239022;1;2;1;70;;1;513.29118138;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239023;1;2;1;70;;1;974.64242989;70;1;;;;;;;;;1;;280;0;8;1;4;2;2;;2;;.;2342;85;8512
20250626;06;2025;8239023;1;3;1;70;;1;974.64242989;70;1;;;;;2;5;;1423500;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239023;1;4;1;70;;1;974.64242989;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239024;1;1;1;70;;1;1225.0504606;70;1;;;;;2;5;;800000;1;;4;0;4;4;1;2;2;;2;;.;2652;90;9007
20250626;06;2025;8239025;1;2;1;70;;1;891.00547981;70;1;;;;;;;;;1;;96;0;4;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239027;1;4;1;70;;1;343.19648595;70;;1;12;1;;;;48;1423500;2;;;;;;;;2;;2;;9112;;;
20250626;06;2025;8239028;1;1;1;70;;1;1225.0504606;70;1;;;;;2;5;;1400000;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239029;1;2;1;70;;1;2005.62252;70;1;;;;;;;;;1;;24;0;3;1;9;2;2;;2;;.;3322;61;6120
20250626;06;2025;8239030;1;3;1;70;;1;607.60007877;70;;1;2;3;;;;48;600000;1;;12;0;7;1;2;2;2;;2;;9111;4211;64;6499
20250626;06;2025;8239032;1;3;1;70;;1;385.41840134;70;;1;16;1;;;;48;2000000;1;;18;0;8;1;6;2;2;;2;;2341;4110;88;8899
20250626;06;2025;8239033;1;1;1;70;;1;430.1968018;70;;1;12;3;;;;48;500000;1;;12;0;4;3;1;2;2;;2;;9111;9111;97;9700
20250626;06;2025;8239034;1;4;1;70;;1;584.31809342;70;;1;16;4;;;;40;600000;1;;4;0;6;4;1;2;2;;2;;9211;9211;01;0161
20250626;06;2025;8239034;1;5;1;70;;1;584.31809342;70;;1;12;1;;;;48;650000;2;;;;;;;;2;;2;;9510;;;
20250626;06;2025;8239035;1;1;1;70;;1;374.63585032;70;1;;;;;;;;;1;;2;0;7;1;2;2;2;;2;;.;5223;47;4711
20250626;06;2025;8239035;1;5;1;70;;1;374.63585032;70;1;;;;;;;;;1;;18;0;4;1;5;2;2;;2;;.;5223;47;4771
20250626;06;2025;8239036;1;1;1;70;;1;339.8348928;70;1;;;;;;;;;1;;300;0;3;4;1;2;2;;2;;.;9121;96;9601
20250626;06;2025;8239036;1;2;1;70;;1;339.8348928;70;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;9214;81;8130
20250626;06;2025;8239037;1;2;1;70;;1;375.30197062;70;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;9520;47;4781
20250626;06;2025;8239038;1;1;1;70;;1;597.47047922;70;1;;;;;1;;48;500000;1;;120;0;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239039;1;1;1;70;;1;394.72972397;70;1;;;;;2;4;;400000;1;;3;0;4;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239042;1;1;1;70;;2;1549.9704549;70;1;;;;;2;4;;600000;1;;3;0;7;4;1;2;2;;2;;.;5221;47;4711
20250626;06;2025;8239042;1;2;1;70;;2;1549.9704549;70;1;;;;;;;;;1;;12;0;4;7;2;2;2;;2;;.;9211;01;0141
20250626;06;2025;8239042;1;3;1;70;;2;1549.9704549;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239043;1;1;1;70;;2;1260.823345;70;;1;12;3;;;;48;1000000;1;;3;0;4;3;1;2;2;;2;;9111;9111;97;9700
20250626;06;2025;8239044;1;1;1;70;;2;1137.093865;70;1;;;;;;;;;1;;60;0;3;1;3;2;2;;2;;.;4224;55;5511
20250626;06;2025;8239045;1;1;1;70;;2;1760.0078045;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239046;1;2;1;70;;2;1173.7961461;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239047;1;1;1;70;;2;1696.1995854;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239049;1;1;1;70;;2;1347.6668029;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239050;1;1;1;70;;2;1561.1976712;70;1;;;;;1;;20;500000;1;;120;1;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239052;1;1;1;70;;2;1506.9419251;70;1;;;;;;;;;1;;400;0;3;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239052;1;3;1;70;;2;1506.9419251;70;1;;;;;1;;36;1000000;1;;12;0;2;1;2;2;2;;2;;.;5211;47;4781
20250626;06;2025;8239052;1;4;1;70;;2;1506.9419251;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239053;1;1;1;70;;2;1494.3091496;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239054;1;2;1;70;;2;1464.7437218;70;1;;;;;;;;;1;;96;0;4;7;3;2;2;;2;;.;9212;01;0141
20250626;06;2025;8239057;1;1;1;70;;1;543.0005038;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239060;1;3;1;70;;1;1250.7730087;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239060;1;6;1;70;;1;1250.7730087;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239061;1;1;1;70;;1;908.13484313;41;1;;;;;;;;;1;;4;0;3;4;1;2;2;;2;;.;5142;96;9602
20250626;06;2025;8239062;1;1;1;70;;1;543.0005038;41;1;;;;;;;;;1;;60;0;3;4;1;2;2;;2;;.;5120;56;5611
20250626;06;2025;8239064;1;2;1;70;;1;1138.2933668;41;1;;;;;;;;;1;;48;0;8;4;6;2;2;;2;;.;4120;84;8412
20250626;06;2025;8239064;1;3;1;70;;1;1138.2933668;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239064;1;4;1;70;;1;1138.2933668;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239065;1;1;1;70;;1;543.0005038;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239066;1;2;1;70;;1;594.62086714;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239066;1;3;1;70;;1;594.62086714;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239068;1;2;1;70;;2;899.84409458;41;1;;;;;;;;;1;;180;0;4;1;8;2;2;;2;;.;4311;94;9411
20250626;06;2025;8239070;1;2;1;70;;2;1915.4576587;41;1;;;;;;;;;1;;6;0;4;6;2;2;2;;2;;.;9211;01;0123
20250626;06;2025;8239070;1;3;1;70;;2;1915.4576587;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239070;1;5;1;70;;2;1915.4576587;41;1;;;;;;;;;1;;24;0;8;1;6;2;2;;2;;.;5120;47;4711
20250626;06;2025;8239071;1;2;1;70;;2;1849.6136905;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239071;1;5;1;70;;2;1849.6136905;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239072;1;1;1;70;;2;708.70449649;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239073;1;2;1;70;;2;1994.1460376;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239073;1;3;1;70;;2;1994.1460376;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239074;1;2;1;70;;2;899.84409458;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239075;1;2;1;70;;2;1061.1595175;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239075;1;4;1;70;;2;1061.1595175;41;;1;3;2;;;;40;3000000;1;;1;5;8;1;3;2;2;;1;2500000;2611;2611;69;6910
20250626;06;2025;8239076;1;2;1;70;;2;1660.9239331;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239077;1;2;1;70;;2;1660.9239331;41;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239079;1;1;1;70;;1;449.47624866;63;;1;1;1;;;;48;1423500;1;;0;3;1;1;4;2;2;;1;1000000;5414;9611;38;3830
20250626;06;2025;8239081;1;1;1;70;;1;399.48254381;63;1;;;;;;;;;1;;324;0;5;3;1;2;3;;2;;.;9111;97;9700
20250626;06;2025;8239081;1;2;1;70;;1;399.48254381;63;1;;;;;2;5;;1423500;1;;264;0;6;4;1;2;2;;2;;.;5221;47;4771
20250626;06;2025;8239082;1;1;1;70;;1;442.44839381;63;1;;;;;;;;;1;;17;0;5;4;9;2;2;;2;;.;9312;84;8412
20250626;06;2025;8239082;1;2;1;70;;1;442.44839381;63;1;;;;;;;;;1;;120;0;3;3;2;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239083;1;1;1;70;;1;462.93184343;63;1;;;;;;;;;1;;120;0;5;1;7;2;3;;2;;.;9112;21;2100
20250626;06;2025;8239084;1;2;1;70;;1;849.10511069;63;1;;;;;2;5;;1000000;1;;144;0;3;1;7;2;2;;2;;.;9112;94;9499
20250626;06;2025;8239085;1;1;1;70;;1;449.47624866;63;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;7231;45;4542
20250626;06;2025;8239086;1;1;1;70;;1;386.02694905;63;1;;;;;;;;;1;;2;0;4;4;1;2;2;;2;;.;5212;56;5619
20250626;06;2025;8239087;1;1;1;70;;1;459.28949902;63;1;;;;;;;;;1;;144;0;5;1;3;2;3;;2;;.;9111;97;9700
20250626;06;2025;8239088;1;1;1;70;;1;599.30166488;63;1;;;;;;;;;1;;132;0;4;3;2;2;2;;2;;.;6113;97;9700
20250626;06;2025;8239090;1;2;1;70;;1;1003.7438018;63;1;;;;;;;;;1;;24;0;3;3;2;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239090;1;3;1;70;;1;1003.7438018;63;;1;3;1;;;;48;1500000;1;;0;3;6;4;1;2;2;;1;800000;8332;8332;49;4923
20250626;06;2025;8239091;1;3;1;70;;1;803.31766528;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239092;1;2;1;70;;1;669.6737987;63;1;;;;;;;;;1;;360;0;3;4;1;2;2;;2;;.;7531;95;9529
20250626;06;2025;8239092;1;3;1;70;;1;669.6737987;63;;1;10;1;;;;48;1423500;1;;60;0;8;4;1;2;2;;2;;7422;9321;47;4711
20250626;06;2025;8239093;1;1;1;70;;1;612.38599869;63;;1;2;1;;;;48;1423500;1;;0;2;1;4;1;2;2;;1;800000;8160;8160;10;1020
20250626;06;2025;8239093;1;2;1;70;;1;612.38599869;63;1;;;;;2;4;;1000000;1;;3;0;2;4;1;2;2;;2;;.;9313;41;4111
20250626;06;2025;8239094;1;1;1;70;;1;1110.1647012;63;1;;;;;;;;;1;;120;0;3;4;1;2;2;;2;;.;9111;81;8121
20250626;06;2025;8239094;1;4;1;70;;1;1110.1647012;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239095;1;1;1;70;;1;750.98051747;63;1;;;;;;;;;1;;180;0;4;4;1;2;2;;2;;.;7544;01;0123
20250626;06;2025;8239095;1;2;1;70;;1;750.98051747;63;1;;;;;;;;;1;;144;0;4;3;1;2;2;;2;;.;9111;97;9700
20250626;06;2025;8239096;1;1;1;70;;1;503.13783109;66;1;;;;;;;;;1;;6;5;4;1;3;2;2;;2;;.;9112;55;5511
20250626;06;2025;8239096;1;2;1;70;;1;503.13783109;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239098;1;1;1;70;;1;423.49630275;66;1;;;;;;;;;1;;204;0;5;2;7;2;3;;2;;.;7111;84;8412
20250626;06;2025;8239098;1;2;1;70;;1;423.49630275;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239098;1;3;1;70;;1;423.49630275;66;;1;20;1;;;;30;800000;1;;12;0;8;1;6;2;2;;2;;5131;5131;93;9312
20250626;06;2025;8239099;1;1;1;70;;1;443.1023524;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239099;1;2;1;70;;1;443.1023524;66;1;;;;;;;;;1;;120;5;5;1;4;2;3;;2;;.;5414;68;6820
20250626;06;2025;8239100;1;2;1;70;;1;650.4372639;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239101;1;2;1;70;;1;758.72516291;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239102;1;2;1;70;;1;385.46572997;66;;1;2;1;;;;48;1400000;1;;0;2;6;1;2;2;2;;2;;3322;3322;47;4771
20250626;06;2025;8239103;1;1;1;70;;1;286.80837119;66;1;;;;;;;;;1;;24;0;4;4;1;2;2;;2;;.;5221;47;4771
20250626;06;2025;8239103;1;2;1;70;;1;286.80837119;66;1;;;;;1;;30;800000;1;;5;5;2;1;4;2;2;;2;;.;5131;56;5611
20250626;06;2025;8239106;1;1;1;70;;1;518.8043832;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239106;1;2;1;70;;1;518.8043832;66;;1;3;1;;;;48;1200000;1;;0;3;8;1;3;2;2;;2;;9313;9313;41;4111
20250626;06;2025;8239106;1;3;1;70;;1;518.8043832;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239107;1;2;1;70;;1;468.31483001;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239108;1;2;1;70;;1;319.03369373;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239109;1;1;1;70;;1;266.03093927;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239110;1;1;1;70;;1;335.15908656;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239111;1;1;1;70;;1;319.03369373;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239112;1;2;1;70;;1;261.18762913;66;1;;;;;;;;;1;;2;5;1;1;3;2;2;;2;;.;5131;10;1081
20250626;06;2025;8239112;1;3;1;70;;1;261.18762913;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239113;1;1;1;70;;1;287.13032436;66;1;;;;;;;;;1;;60;0;3;4;1;2;2;;2;;.;6112;81;8130
20250626;06;2025;8239113;1;2;1;70;;1;287.13032436;66;1;;;;;;;;;1;;300;0;4;1;8;2;3;;2;;.;5243;10;1082
20250626;06;2025;8239114;1;1;1;70;;1;349.3429151;66;1;;;;;;;;;1;;69;5;5;1;6;2;3;;2;;.;7212;25;2511
20250626;06;2025;8239114;1;2;1;70;;1;349.3429151;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239116;1;1;1;70;;1;287.13032436;66;1;;;;;;;;;1;;120;5;4;1;3;2;2;;2;;.;5120;56;5611
20250626;06;2025;8239116;1;2;1;70;;1;287.13032436;66;1;;;;;;;;;1;;72;5;4;7;3;2;2;;2;;.;9211;01;0123
20250626;06;2025;8239120;1;2;1;70;;2;396.20322878;66;1;;;;;;;;;1;;18;0;6;1;2;2;2;;2;;.;5223;47;4721
20250626;06;2025;8239121;1;2;1;70;;2;312.04406569;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239121;1;3;1;70;;2;312.04406569;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239122;1;1;1;70;;2;501.87740255;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239124;1;2;1;70;;2;312.04406569;66;;1;8;1;;;;48;1200000;2;;;;;;;;2;;2;;5223;;;
20250626;06;2025;8239127;1;1;1;70;;1;597.87758876;66;1;;;;;;;;;1;;9;5;3;4;1;2;2;;2;;.;7533;14;1410
20250626;06;2025;8239129;1;4;1;70;;1;620.01773135;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239129;1;5;1;70;;1;620.01773135;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239133;1;2;1;70;;1;362.94786928;66;;1;10;1;;;;40;1423500;1;;12;0;3;1;3;2;2;;2;;5223;5223;47;4771
20250626;06;2025;8239135;1;1;1;70;;2;396.20322878;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239136;1;1;1;70;;2;837.12856666;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239136;1;2;1;70;;2;837.12856666;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239137;1;2;1;70;;2;489.77125543;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239138;1;1;1;70;;1;462.64547652;66;1;;;;;;;;;1;;120;5;4;2;10;2;3;;2;;.;0210;84;8422
20250626;06;2025;8239138;1;2;1;70;;1;462.64547652;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239142;1;2;1;70;;1;651.23584404;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239142;1;3;1;70;;1;651.23584404;66;;1;24;1;;;;48;1425600;1;;7;5;8;4;1;2;2;;2;;9112;9211;01;0123
20250626;06;2025;8239142;1;4;1;70;;1;651.23584404;66;1;;;;;;;;;1;;12;5;4;1;4;2;2;;2;;.;5223;47;4721
20250626;06;2025;8239145;1;1;1;70;;1;380.05317931;66;1;;;;;;;;;1;;144;5;5;1;10;2;3;;2;;.;8331;49;4921
20250626;06;2025;8239146;1;2;1;70;;1;476.24184945;66;1;;;;;;;;;1;;216;1;3;1;4;2;2;;2;;.;5120;87;8730
20250626;06;2025;8239148;1;1;1;70;;1;642.07893974;66;1;;;;;;;;;1;;120;0;3;1;2;2;2;;2;;.;1311;01;0123
20250626;06;2025;8239148;1;2;1;70;;1;642.07893974;66;;1;48;1;;;;48;1400000;1;;4;0;4;1;3;2;2;;2;;9412;9412;56;5611
20250626;06;2025;8239148;1;3;1;70;;1;642.07893974;66;1;;;;;1;;48;1400000;1;;4;0;7;1;2;2;2;;2;;.;1420;47;4771
20250626;06;2025;8239149;1;2;1;70;;1;391.43051367;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239150;1;1;1;70;;1;391.43051367;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239153;1;1;1;70;;1;362.67092278;66;1;;;;;;;;;1;;60;5;4;4;3;2;2;;2;;.;5141;96;9602
20250626;06;2025;8239154;1;1;1;70;;1;397.37519289;66;1;;;;;;;;;1;;18;5;4;1;3;2;2;;2;;.;7112;41;4111
20250626;06;2025;8239155;1;3;1;70;;2;302.48327397;66;1;;;;;;;;;1;;2;0;6;1;5;2;2;;2;;.;4321;49;4923
20250626;06;2025;8239156;1;2;1;70;;2;413.28763663;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239157;1;1;1;70;;2;253.7474571;66;1;;;;;1;;48;1400000;1;;36;0;6;1;4;2;2;;2;;.;9412;56;5611
20250626;06;2025;8239157;1;3;1;70;;2;253.7474571;66;;1;8;1;;;;48;1400000;1;;4;0;1;1;2;2;2;;2;;5414;5131;56;5611
20250626;06;2025;8239158;1;2;1;70;;1;593.72215756;66;1;;;;;;;;;1;;24;5;8;1;3;2;2;;2;;.;5230;47;4711
20250626;06;2025;8239159;1;2;1;70;;2;181.08828239;66;1;;;;;;;;;1;;12;1;4;7;3;2;2;;2;;.;9211;01;0123
20250626;06;2025;8239160;1;3;1;70;;1;337.73567647;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239161;1;1;1;70;;1;165.2277727;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239162;1;2;1;70;;2;501.15812464;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239162;1;3;1;70;;2;501.15812464;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239162;1;4;1;70;;2;501.15812464;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239163;1;1;1;70;;2;472.61357583;66;1;;;;;;;;;1;;48;1;3;7;5;2;2;;2;;.;9211;01;0121
20250626;06;2025;8239163;1;3;1;70;;2;472.61357583;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20250626;06;2025;8239163;1;4;1;70;;2;472.61357583;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
